기준일시,공급능력(MW),현재수요(MW),최대예측수요(MW),공급예비력(MW),공급예비율(%),운영예비력(MW),운영예비율(%)
20131201000000,75940.0,59447.89,62400.0,16492.11,27.74213,13072.11,21.98919
20131201000500,75940.0,59108.84,57700.0,16831.15,28.47485,13411.16,22.68891
20131201001000,75940.0,58500.83,57700.0,17439.17,29.81012,14019.17,23.96405
20131201001500,75940.0,58213.81,57700.0,17726.19,30.45014,14306.19,24.57525
20131201002000,75940.0,58086.2,57700.0,17853.8,30.73674,14433.8,24.84894
20131201002500,75940.0,57684.33,57700.0,18255.67,31.64753,14835.67,25.71871
20131201003000,75940.0,57395.3,57700.0,18544.7,32.31049,15124.7,26.35181
20131201003500,75940.0,57049.15,57700.0,18890.85,33.11329,15470.85,27.11846
20131201004000,75940.0,56631.87,57700.0,19308.13,34.09412,15888.13,28.05511
20131201004500,75940.0,56501.09,57700.0,19438.9,34.40447,16018.9,28.35149
20131201005000,75940.0,56226.77,57700.0,19713.24,35.06023,16293.24,28.97772
20131201005500,75940.0,56406.48,57700.0,19533.52,34.62991,16113.52,28.56678
20131201010000,75940.0,55866.94,57700.0,20073.06,35.93012,16653.06,29.80843
20131201010500,75940.0,55953.62,57700.0,19986.38,35.71955,16566.38,29.60734
20131201011000,75940.0,55769.25,57700.0,20170.75,36.16823,16750.75,30.03582
20131201011500,75940.0,55703.85,57700.0,20236.15,36.32811,16816.15,30.18849
20131201012000,75940.0,55357.79,57700.0,20582.21,37.18032,17162.21,31.00233
20131201012500,75940.0,55050.2,57700.0,20889.79,37.94681,17469.79,31.7343
20131201013000,75940.0,55157.82,57700.0,20782.18,37.67768,17362.18,31.47729
20131201013500,75940.0,55528.71,57700.0,20411.29,36.75807,16991.29,30.5991
20131201014000,75940.0,55349.1,57700.0,20590.9,37.20187,17170.9,31.02291
20131201014500,75940.0,55041.89,57700.0,20898.11,37.96764,17478.11,31.75419
20131201015000,75940.0,55212.36,57700.0,20727.63,37.54165,17307.63,31.34739
20131201015500,75940.0,55030.71,57700.0,20909.29,37.99568,17489.29,31.78097
20131201020000,75027.0,55216.82,57700.0,19810.18,35.87708,12521.18,22.67639
20131201020500,75027.0,55049.23,57700.0,19977.76,36.29072,12688.76,23.04985
20131201021000,75027.0,55122.17,57700.0,19904.83,36.11039,12615.83,22.88704
20131201021500,75027.0,54793.7,57700.0,20233.3,36.92633,12944.3,23.6237
20131201022000,75814.0,54793.66,57700.0,21020.33,38.36271,13731.33,25.06008
20131201022500,75814.0,55175.19,57700.0,20638.81,37.40596,13349.81,24.19531
20131201023000,75814.0,55037.96,57700.0,20776.04,37.74857,13487.04,24.50498
20131201023500,75814.0,55157.47,57700.0,20656.53,37.4501,13367.53,24.23521
20131201024000,75814.0,55172.16,57700.0,20641.83,37.41349,13352.83,24.20212
20131201024500,75814.0,55035.47,57700.0,20778.53,37.7548,13489.53,24.51062
20131201025000,75814.0,55051.05,57700.0,20762.95,37.71582,13473.95,24.47538
20131201025500,75814.0,55122.55,57700.0,20691.45,37.53719,13402.45,24.31392
20131201030000,75814.0,54925.53,57700.0,20888.47,38.03053,13599.47,24.75983
20131201030500,75814.0,54765.4,57700.0,21048.6,38.43412,13759.6,25.12463
20131201031000,75814.0,54718.73,57700.0,21095.26,38.55218,13806.26,25.23133
20131201031500,75814.0,54897.46,57700.0,20916.54,38.10112,13627.54,24.82364
20131201032000,75814.0,54996.81,57700.0,20817.19,37.85163,13528.19,24.59813
20131201032500,75814.0,55094.71,57700.0,20719.29,37.60667,13430.29,24.37673
20131201033000,75814.0,54930.21,57700.0,20883.79,38.01877,13594.79,24.7492
20131201033500,75814.0,54822.08,57700.0,20991.92,38.29099,13702.92,24.99525
20131201034000,75814.0,55008.85,57700.0,20805.15,37.82145,13516.15,24.57086
20131201034500,75814.0,54892.72,57700.0,20921.28,38.11303,13632.28,24.8344
20131201035000,75814.0,54876.46,57700.0,20937.54,38.15395,13648.54,24.87139
20131201035500,75814.0,55016.15,57700.0,20797.85,37.80317,13508.85,24.55434
20131201040000,75814.0,54869.09,57700.0,20944.91,38.17252,13655.91,24.88817
20131201040500,75814.0,55125.93,57700.0,20688.07,37.52875,13399.07,24.3063
20131201041000,75814.0,55237.27,57700.0,20576.73,37.25152,13287.73,24.05572
20131201041500,75814.0,54910.65,57700.0,20903.35,38.06794,13614.35,24.79365
20131201042000,75814.0,54911.9,57700.0,20902.1,38.06479,13613.1,24.79079
20131201042500,75814.0,54906.23,57700.0,20907.77,38.07904,13618.77,24.80368
20131201043000,75814.0,54624.07,57700.0,21189.93,38.79229,13900.93,25.44836
20131201043500,75814.0,54874.95,57700.0,20939.05,38.15775,13650.05,24.87482
20131201044000,75814.0,54726.78,57700.0,21087.22,38.53181,13798.22,25.21292
20131201044500,75814.0,54854.88,57700.0,20959.13,38.20832,13670.13,24.92053
20131201045000,75814.0,54923.43,57700.0,20890.57,38.0358,13601.57,24.7646
20131201045500,75814.0,54544.52,57700.0,21269.48,38.99471,13980.48,25.63132
20131201050000,75814.0,54491.15,57700.0,21322.85,39.13085,14033.85,25.75437
20131201050500,75814.0,54699.63,57700.0,21114.37,38.60057,13825.37,25.27507
20131201051000,75814.0,54583.1,57700.0,21230.9,38.89647,13941.9,25.54252
20131201051500,75814.0,54747.27,57700.0,21066.73,38.47997,13777.73,25.16606
20131201052000,75814.0,54731.14,57700.0,21082.86,38.52078,13793.86,25.20295
20131201052500,75814.0,54434.43,57700.0,21379.57,39.27583,14090.57,25.8854
20131201053000,75814.0,54442.33,57700.0,21371.67,39.25562,14082.67,25.86714
20131201053500,75814.0,54252.95,57700.0,21561.05,39.74171,14272.05,26.30649
20131201054000,75814.0,54321.93,57700.0,21492.07,39.56427,14203.07,26.14611
20131201054500,75814.0,54359.05,57700.0,21454.95,39.46896,14165.95,26.05997
20131201055000,75814.0,54239.99,57700.0,21574.01,39.7751,14285.01,26.33668
