기준일시,공급능력(MW),현재수요(MW),최대예측수요(MW),공급예비력(MW),공급예비율(%),운영예비력(MW),운영예비율(%)
20150701000000,88249.0,54550.69,68300.0,33698.31,61.7743,30204.31,55.36924
20150701000500,88249.0,54039.29,68300.0,34209.71,63.30527,30715.71,56.8396
20150701001000,88249.0,53818.32,69781.0,34430.68,63.97577,30936.68,57.48355
20150701001500,88249.0,53396.94,69781.0,34852.06,65.26976,31358.06,58.72631
20150701002000,88249.0,53175.2,69781.0,35073.8,65.95895,31579.8,59.38821
20150701002500,88249.0,52907.91,69781.0,35341.09,66.79737,31847.09,60.19344
20150701003000,88249.0,52781.31,69781.0,35467.69,67.19743,31973.69,60.57767
20150701003500,88249.0,52599.66,69781.0,35649.34,67.77485,32155.34,61.13223
20150701004000,88249.0,52172.85,69781.0,36076.15,69.14736,32582.15,62.45039
20150701004500,88249.0,51870.93,69781.0,36378.07,70.13189,32884.07,63.39594
20150701005000,88249.0,51846.03,69781.0,36402.97,70.21361,32908.97,63.47442
20150701005500,88249.0,51827.41,69781.0,36421.59,70.27476,32927.59,63.53315
20150701010000,88249.0,51564.24,69781.0,36684.76,71.14381,33190.76,64.3678
20150701010500,88249.0,51621.95,69781.0,36627.05,70.95246,33133.05,64.18402
20150701011000,88249.0,51474.98,69781.0,36774.02,71.44057,33280.02,64.6528
20150701011500,88249.0,51440.14,69781.0,36808.86,71.55669,33314.86,64.76433
20150701012000,88249.0,51323.13,69781.0,36925.87,71.9478,33431.87,65.13995
20150701012500,88249.0,51397.88,69781.0,36851.12,71.69775,33357.12,64.8998
20150701013000,88249.0,50998.25,69781.0,37250.75,73.04319,33756.75,66.19198
20150701013500,88249.0,51100.93,69781.0,37148.07,72.69547,33654.07,65.85802
20150701014000,88249.0,50820.29,69781.0,37428.71,73.64915,33934.71,66.77394
20150701014500,88249.0,50985.5,69781.0,37263.5,73.08646,33769.5,66.23354
20150701015000,88249.0,50623.84,69781.0,37625.16,74.32299,34131.16,67.4211
20150701015500,88249.0,50710.26,69781.0,37538.74,74.02592,34044.74,67.1358
20150701020000,88249.0,50544.21,69781.0,37704.79,74.59765,34210.79,67.68489
20150701020500,88249.0,50850.07,69781.0,37398.93,73.54745,33904.93,66.67627
20150701021000,88249.0,50719.03,69781.0,37529.97,73.99584,34035.97,67.10691
20150701021500,88249.0,50636.75,69781.0,37612.25,74.27856,34118.25,67.37843
20150701022000,88249.0,50517.78,69781.0,37731.22,74.68898,34237.22,67.77261
20150701022500,88249.0,50850.02,69781.0,37398.98,73.54762,33904.98,66.67644
20150701023000,88249.0,50768.38,69781.0,37480.63,73.82672,33986.63,66.94449
20150701023500,88562.0,50694.88,69781.0,37867.12,74.69614,34294.12,67.64809
20150701024000,88562.0,50999.54,69781.0,37562.46,73.65253,33989.46,66.64659
20150701024500,88562.0,50872.59,69781.0,37689.41,74.08589,34116.41,67.06247
20150701025000,88562.0,50759.48,69781.0,37802.52,74.47383,34229.52,67.43475
20150701025500,88562.0,50655.1,69781.0,37906.9,74.83334,34333.9,67.77975
20150701030000,88562.0,50367.93,69781.0,38194.07,75.83012,34621.07,68.73633
20150701030500,88562.0,50247.76,69781.0,38314.24,76.25064,34741.24,69.13988
20150701031000,88562.0,50391.15,69781.0,38170.85,75.74911,34597.85,68.65858
20150701031500,88562.0,50394.46,69781.0,38167.54,75.73758,34594.54,68.64751
