기준일시,공급능력(MW),현재수요(MW),최대예측수요(MW),공급예비력(MW),공급예비율(%),운영예비력(MW),운영예비율(%)
20140601000000,73356.0,51127.64,61000.0,22228.36,43.47622,19618.36,38.37135
20140601000500,73356.0,50708.09,53600.0,22647.91,44.66331,20037.91,39.5162
20140601001000,73356.0,50386.67,53600.0,22969.33,45.58612,20359.33,40.40618
20140601001500,73356.0,50222.26,53600.0,23133.74,46.06272,20523.74,40.86582
20140601002000,73356.0,49720.29,53600.0,23635.71,47.53736,21025.71,42.288
20140601002500,73356.0,49484.84,53600.0,23871.16,48.23933,21261.16,42.96498
20140601003000,73356.0,49263.6,53600.0,24092.4,48.90507,21482.4,43.60704
20140601003500,73356.0,49169.24,53600.0,24186.76,49.19085,21576.76,43.88264
20140601004000,73356.0,49343.51,53600.0,24012.49,48.66394,21402.49,43.37449
20140601004500,73356.0,49062.29,53600.0,24293.71,49.51604,21683.71,44.19627
20140601005000,73356.0,48980.34,53600.0,24375.66,49.76622,21765.66,44.43755
20140601005500,73356.0,49010.71,53600.0,24345.28,49.67339,21735.28,44.34802
20140601010000,73356.0,48610.61,53600.0,24745.39,50.90533,22135.39,45.53613
20140601010500,73356.0,48512.68,53600.0,24843.32,51.20994,22233.32,45.8299
20140601011000,73356.0,48607.06,53600.0,24748.94,50.91635,22138.94,45.54676
20140601011500,73356.0,48508.75,53600.0,24847.25,51.2222,22237.25,45.84173
20140601012000,73356.0,48519.93,53600.0,24836.07,51.18735,22226.07,45.80811
20140601012500,73356.0,48520.74,53600.0,24835.26,51.18484,22225.26,45.8057
20140601013000,73356.0,48182.02,53600.0,25173.99,52.24768,22563.99,46.83072
20140601013500,73356.0,48336.75,53600.0,25019.24,51.76029,22409.24,46.36067
20140601014000,73356.0,48299.04,53600.0,25056.96,51.87879,22446.96,46.47496
20140601014500,73356.0,48302.32,53600.0,25053.68,51.86848,22443.68,46.46501
20140601015000,73356.0,48284.12,53600.0,25071.88,51.92572,22461.88,46.52022
20140601015500,73356.0,48268.67,53600.0,25087.33,51.97435,22477.33,46.56712
20140601020000,73356.0,47967.35,53600.0,25388.65,52.92902,22778.65,47.48782
20140601020500,73356.0,47767.49,53600.0,25588.51,53.56887,22978.51,48.10491
20140601021000,73356.0,47863.18,53600.0,25492.82,53.26187,22882.82,47.80883
20140601021500,73356.0,47917.46,53600.0,25438.54,53.08823,22828.54,47.64137
20140601022000,73356.0,47872.41,53600.0,25483.59,53.23232,22873.59,47.78032
20140601022500,73356.0,48349.06,53600.0,25006.94,51.72167,22396.94,46.32343
20140601023000,73356.0,48554.34,53600.0,24801.66,51.08022,22191.66,45.7048
20140601023500,73356.0,48455.77,53600.0,24900.23,51.38755,22290.23,46.0012
20140601024000,73356.0,48588.97,53600.0,24767.03,50.97254,22157.03,45.60095
20140601024500,73356.0,48119.33,53600.0,25236.67,52.446,22626.67,47.02199
20140601025000,73356.0,48273.77,53600.0,25082.23,51.95829,22472.23,46.55162
20140601025500,73356.0,48293.28,53600.0,25062.72,51.89692,22452.72,46.49244
20140601030000,73356.0,48259.98,53600.0,25096.02,52.00172,22486.02,46.59351
20140601030500,73356.0,48036.32,53600.0,25319.68,52.70946,22709.68,47.27607
20140601031000,73356.0,47796.35,53600.0,25559.65,53.47615,22949.65,48.01548
20140601031500,73356.0,47916.2,53600.0,25439.8,53.09228,22829.8,47.64527
20140601032000,73356.0,48451.48,53600.0,24904.52,51.40094,22294.52,46.0141
20140601032500,73356.0,48257.57,53600.0,25098.43,52.00931,22488.43,46.60083
20140601033000,73356.0,48488.2,53600.0,24867.8,51.28629,22257.8,45.90354
20140601033500,73356.0,48164.59,53600.0,25191.42,52.30278,22581.42,46.88386
20140601034000,73356.0,48057.51,53600.0,25298.49,52.64212,22688.49,47.21113
20140601034500,73356.0,48023.31,53600.0,25332.69,52.75082,22722.69,47.31596
20140601035000,73356.0,47869.18,53600.0,25486.82,53.24265,22876.82,47.79028
20140601035500,73356.0,48160.18,53600.0,25195.82,52.31672,22585.82,46.8973
20140601040000,73356.0,48408.12,53600.0,24947.88,51.53656,22337.88,46.14491
20140601040500,73356.0,48130.71,53600.0,25225.29,52.40995,22615.29,46.98722
20140601041000,73685.0,47805.2,53600.0,25879.8,54.13596,23273.8,48.68467
20140601041500,73685.0,47652.47,53600.0,26032.53,54.62996,23426.53,49.1612
20140601042000,73685.0,48117.83,53600.0,25567.17,53.13451,22961.17,47.71864
20140601042500,73685.0,48052.9,53600.0,25632.1,53.34142,23026.1,47.91823
20140601043000,73685.0,47877.25,53600.0,25807.75,53.904,23201.75,48.46091
20140601043500,73685.0,48043.84,53600.0,25641.17,53.37035,23035.17,47.94614
20140601044000,73685.0,47937.09,53600.0,25747.91,53.71188,23141.91,48.27559
20140601044500,73685.0,47959.01,53600.0,25725.99,53.64162,23119.99,48.20781
20140601045000,73685.0,47884.61,53600.0,25800.39,53.88035,23194.39,48.4381
20140601045500,73685.0,47733.84,53600.0,25951.15,54.36636,23345.15,48.90692
20140601050000,73685.0,47546.72,53600.0,26138.28,54.97387,23532.28,49.49295
20140601050500,73685.0,47518.9,53600.0,26166.1,55.06461,23560.1,49.58048
20140601051000,73685.0,47713.53,53600.0,25971.47,54.43208,23365.47,48.97032
20140601051500,73685.0,47687.68,53600.0,25997.32,54.5158,23391.32,49.05108
20140601052000,73685.0,47931.29,53600.0,25753.71,53.73046,23147.71,48.29351
20140601052500,73685.0,47637.55,53600.0,26047.45,54.67839,23441.45,49.20792
20140601053000,73685.0,48158.77,53600.0,25526.23,53.00431,22920.23,47.59304
20140601053500,73685.0,48110.9,53600.0,25574.1,53.15655,22968.1,47.7399
20140601054000,73685.0,48129.34,53600.0,25555.66,53.09788,22949.66,47.6833
20140601054500,73685.0,48074.33,53600.0,25610.67,53.27308,23004.67,47.8523
20140601055000,73685.0,48091.93,53600.0,25593.07,53.21699,22987.07,47.7982
20140601055500,73685.0,48339.0,53600.0,25346.0,52.43385,22740.0,47.04276
20140601060000,73685.0,48174.11,53600.0,25510.9,52.95562,22904.9,47.54608
20140601060500,73685.0,48136.26,53600.0,25548.74,53.07586,22942.74,47.66206
20140601061000,73685.0,48273.39,53600.0,25411.6,52.64101,22805.6,47.24259
20140601061500,73685.0,48672.89,53600.0,25012.12,51.38819,22406.12,46.03408
20140601062000,73685.0,48502.0,53600.0,25183.0,51.92157,22577.0,46.5486
20140601062500,73685.0,48364.48,53600.0,25320.52,52.35354,22714.52,46.96529
20140601063000,73685.0,48326.23,53600.0,25358.77,52.47414,22752.77,47.08162
20140601063500,73685.0,48176.4,53600.0,25508.6,52.94833,22902.6,47.53904
20140601064000,73685.0,48402.0,53600.0,25283.0,52.23544,22677.0,46.85136
20140601064500,73685.0,48521.14,53600.0,25163.86,51.86163,22557.86,46.49078
20140601065000,73685.0,48017.07,53600.0,25667.93,53.45584,23061.93,48.02861
20140601065500,73685.0,48262.8,53600.0,25422.2,52.67453,22816.2,47.27493
20140601070000,73685.0,48287.81,53600.0,25397.19,52.59544,22791.19,47.19864
20140601070500,73685.0,48350.47,53600.0,25334.53,52.3977,22728.53,47.00789
20140601071000,73685.0,48351.48,53600.0,25333.52,52.3945,22727.52,47.0048
20140601071500,73685.0,48160.16,53600.0,25524.84,52.99991,22918.84,47.5888
20140601072000,73685.0,48654.57,53600.0,25030.43,51.44517,22424.43,46.08904
20140601072500,73685.0,48247.35,53600.0,25437.65,52.72342,22831.65,47.32208
20140601073000,73685.0,48373.1,53600.0,25311.9,52.32639,22705.9,46.93909
20140601073500,73685.0,48350.11,53600.0,25334.89,52.39883,22728.89,47.00898
20140601074000,73685.0,48608.55,53600.0,25076.44,51.58854,22470.44,46.22734
20140601074500,73685.0,48419.96,53600.0,25265.04,52.17896,22659.04,46.79689
20140601075000,73685.0,48341.6,53600.0,25343.4,52.42567,22737.4,47.03486
20140601075500,73685.0,48086.2,53600.0,25598.8,53.23524,22992.8,47.81581
20140601080000,73685.0,48115.86,53600.0,25569.14,53.14078,22963.14,47.72469
20140601080500,73685.0,48372.13,53600.0,25312.87,52.32946,22706.87,46.94205
20140601081000,73685.0,48313.96,53600.0,25371.04,52.51284,22765.04,47.11896
20140601081500,73685.0,48630.67,53600.0,25054.33,51.5196,22448.33,46.16085
20140601082000,73685.0,48454.73,53600.0,25230.27,52.06976,22624.27,46.69155
20140601082500,73685.0,48656.07,53600.0,25028.93,51.44052,22422.93,46.08456
20140601083000,73685.0,48963.43,53600.0,24721.57,50.48988,22115.57,45.16754
20140601083500,73685.0,49200.39,53600.0,24484.62,49.76509,21878.62,44.46838
20140601084000,73685.0,48880.12,53600.0,24804.88,50.74636,22198.88,45.41494
20140601084500,73685.0,48690.07,53600.0,24994.93,51.33476,22388.93,45.98254
20140601085000,73685.0,48303.45,53600.0,25381.55,52.54604,22775.55,47.15097
20140601085500,73685.0,48496.03,53600.0,25188.97,51.94028,22582.97,46.56664
20140601090000,73685.0,48755.28,53600.0,24929.72,51.13236,22323.72,45.7873
20140601090500,73685.0,49150.87,53600.0,24534.13,49.91597,21928.13,44.61393
20140601091000,73685.0,49519.81,53600.0,24165.19,48.79903,21559.19,43.5365
20140601091500,73685.0,49361.58,53600.0,24323.42,49.27602,21717.42,43.99661
20140601092000,73685.0,49358.85,53600.0,24326.15,49.28428,21720.15,44.00458
20140601092500,73685.0,49431.32,53600.0,24253.68,49.0654,21647.68,43.79343
20140601093000,73685.0,49571.9,53600.0,24113.1,48.64268,21507.1,43.38567
20140601093500,73685.0,49707.57,53600.0,23977.43,48.23698,21371.43,42.99432
20140601094000,73440.0,49896.99,53600.0,23543.01,47.18323,20937.01,41.96047
20140601094500,73440.0,50000.5,53600.0,23439.51,46.87855,20833.51,41.6666
20140601095000,73440.0,50065.48,53600.0,23374.51,46.68788,20768.51,41.4827
20140601095500,73440.0,50193.32,53600.0,23246.68,46.31428,20640.68,41.12235
20140601100000,73440.0,50760.64,53600.0,22679.36,44.67901,20073.36,39.54512
20140601100500,73440.0,50932.33,53600.0,22507.67,44.19132,19901.67,39.07473
20140601101000,73440.0,50477.45,53600.0,22962.55,45.49072,20356.55,40.32802
20140601101500,73440.0,50640.49,53600.0,22799.51,45.02229,20193.51,39.87621
20140601102000,73440.0,51139.16,53600.0,22300.83,43.60813,19694.83,38.51223
20140601102500,73440.0,51235.2,53600.0,22204.8,43.33897,19598.8,38.25262
20140601103000,73440.0,51252.37,53600.0,22187.63,43.29094,19581.63,38.2063
