기준일시,공급능력(MW),현재수요(MW),최대예측수요(MW),공급예비력(MW),공급예비율(%),운영예비력(MW),운영예비율(%)
20120901000000,78223.0,52427.63,64800.0,25795.38,49.20187,21931.38,41.83171
20120901000500,78223.0,52187.25,59900.0,26035.75,49.88909,22171.75,42.48499
20120901001000,78223.0,51930.26,59900.0,26292.74,50.63086,22428.74,43.19011
20120901001500,78223.0,51753.9,59900.0,26469.1,51.14416,22605.1,43.67805
20120901002000,78223.0,51547.0,59900.0,26676.0,51.75082,22812.0,44.25475
20120901002500,78223.0,51195.62,59900.0,27027.38,52.79237,23163.38,45.24485
20120901003000,78223.0,50975.46,59900.0,27247.54,53.45225,23383.54,45.87214
20120901003500,78223.0,51067.23,59900.0,27155.77,53.1765,23291.77,45.61
20120901004000,78223.0,50905.59,59900.0,27317.41,53.66289,23453.41,46.07236
20120901004500,78223.0,50722.54,59900.0,27500.46,54.21742,23636.46,46.59951
20120901005000,78223.0,50636.25,59900.0,27586.75,54.48025,23722.75,46.84935
20120901005500,78223.0,50253.03,59900.0,27969.97,55.65828,24105.97,47.96919
20120901010000,78223.0,50441.78,59900.0,27781.22,55.07581,23917.22,47.4155
20120901010500,78223.0,50441.95,59900.0,27781.05,55.0753,23917.05,47.41501
20120901011000,78223.0,50463.64,59900.0,27759.37,55.00865,23895.37,47.35165
20120901011500,78223.0,50160.57,59900.0,28062.43,55.94519,24198.43,48.24193
20120901012000,78223.0,49961.81,59900.0,28261.19,56.56557,24397.19,48.83167
20120901012500,78223.0,50060.86,59900.0,28162.14,56.2558,24298.14,48.5372
20120901013000,78223.0,50218.37,59900.0,28004.63,55.76572,24140.63,48.07132
20120901013500,78223.0,50454.89,59900.0,27768.11,55.03551,23904.11,47.37719
20120901014000,78223.0,50300.72,59900.0,27922.28,55.5107,24058.28,47.8289
20120901014500,78223.0,50392.05,59900.0,27830.95,55.22884,23966.95,47.56096
20120901015000,78223.0,50434.43,59900.0,27788.57,55.09841,23924.57,47.43697
20120901015500,78223.0,50334.89,59900.0,27888.11,55.40512,24024.11,47.72854
20120901020000,78223.0,50392.91,59900.0,27830.09,55.22622,23966.09,47.55847
20120901020500,78223.0,50566.59,59900.0,27656.41,54.69306,23792.41,47.05165
20120901021000,78223.0,49968.44,59900.0,28254.56,56.5448,24390.56,48.81192
20120901021500,78223.0,49935.36,59900.0,28287.64,56.6485,24423.64,48.9105
20120901022000,78223.0,50039.81,59900.0,28183.19,56.32154,24319.19,48.59969
20120901022500,78223.0,50409.63,59900.0,27813.37,55.17471,23949.37,47.50951
20120901023000,78223.0,50425.42,59900.0,27797.58,55.12611,23933.58,47.46331
20120901023500,78223.0,50280.06,59900.0,27942.94,55.5746,24078.94,47.88964
20120901024000,78223.0,50395.03,59900.0,27827.97,55.21966,23963.97,47.55224
20120901024500,78223.0,50744.88,59900.0,27478.12,54.14954,23614.12,46.53498
20120901025000,75717.0,50583.38,59900.0,25133.62,49.68749,20173.62,39.8819
20120901025500,75717.0,50313.59,59900.0,25403.41,50.49015,20443.41,40.63198
20120901030000,75717.0,50005.23,59900.0,25711.78,51.41817,20751.78,41.49921
20120901030500,75717.0,50228.24,59900.0,25488.76,50.74587,20528.76,40.87095
20120901031000,75717.0,50585.08,59900.0,25131.92,49.68248,20171.92,39.87722
20120901031500,75717.0,50697.79,59900.0,25019.22,49.34972,20059.22,39.56626
20120901032000,75717.0,50222.47,59900.0,25494.53,50.7632,20534.53,40.88714
20120901032500,75717.0,50680.43,59900.0,25036.57,49.40088,20076.57,39.61406
20120901033000,75717.0,50734.64,59900.0,24982.36,49.24124,20022.36,39.46488
20120901033500,75717.0,50504.09,59900.0,25212.91,49.9225,20252.91,40.10151
20120901034000,75717.0,50521.74,59900.0,25195.26,49.87014,20235.26,40.05259
20120901034500,75717.0,50414.93,59900.0,25302.07,50.18764,20342.07,40.34929
20120901035000,75717.0,50556.86,59900.0,25160.14,49.76604,20200.14,39.9553
20120901035500,75717.0,50337.8,59900.0,25379.2,50.41778,20419.2,40.56435
20120901040000,75717.0,50438.06,59900.0,25278.94,50.11879,20318.94,40.28494
20120901040500,75717.0,50658.59,59900.0,25058.41,49.46527,20098.41,39.67424
20120901041000,75717.0,50510.5,59900.0,25206.49,49.90347,20246.49,40.08373
20120901041500,75717.0,50459.25,59900.0,25257.76,50.05575,20297.76,40.22604
20120901042000,75717.0,50623.73,59900.0,25093.27,49.56819,20133.27,39.77042
20120901042500,75717.0,50611.48,59900.0,25105.52,49.60441,20145.52,39.80426
20120901043000,75717.0,50409.96,59900.0,25307.03,50.20244,20347.03,40.36312
20120901043500,75717.0,50462.93,59900.0,25254.08,50.04481,20294.08,40.21581
20120901044000,75717.0,50570.3,59900.0,25146.69,49.7262,20186.69,39.91808
20120901044500,75717.0,50580.52,59900.0,25136.48,49.69598,20176.48,39.88983
20120901045000,75717.0,50303.33,59900.0,25413.67,50.52085,20453.67,40.66067
20120901045500,75717.0,50675.2,59900.0,25041.8,49.41628,20081.8,39.62845
20120901050000,75717.0,50651.86,59900.0,25065.14,49.48513,20105.14,39.69279
20120901050500,75717.0,50800.08,59900.0,24916.92,49.04899,19956.92,39.28522
20120901051000,75717.0,50685.46,59900.0,25031.54,49.38603,20071.54,39.60019
20120901051500,75717.0,50783.96,59900.0,24933.04,49.09629,19973.04,39.32943
20120901052000,75717.0,50620.49,59900.0,25096.51,49.57777,20136.51,39.77937
20120901052500,75717.0,50404.98,59900.0,25312.02,50.21729,20352.02,40.377
