기준일시,공급능력(MW),현재수요(MW),최대예측수요(MW),공급예비력(MW),공급예비율(%),운영예비력(MW),운영예비율(%)
20130901000000,73693.0,49759.22,59500.0,23933.78,48.09917,19496.78,39.18223
20130901000500,73693.0,49209.57,55500.0,24483.43,49.7534,20046.43,40.73687
20130901001000,73693.0,48759.54,55500.0,24933.46,51.13554,20496.46,42.03578
20130901001500,73693.0,48426.82,55500.0,25266.18,52.17395,20829.18,43.01167
20130901002000,73693.0,48245.7,55500.0,25447.3,52.74524,21010.3,43.54856
20130901002500,73693.0,47950.79,55500.0,25742.21,53.68465,21305.21,44.43142
20130901003000,73693.0,48066.43,55500.0,25626.57,53.3149,21189.57,44.08393
20130901003500,73693.0,47781.27,55500.0,25911.73,54.22988,21474.73,44.94381
20130901004000,73693.0,47659.02,55500.0,26033.98,54.6255,21596.98,45.31562
20130901004500,73693.0,47288.39,55500.0,26404.61,55.83741,21967.61,46.45456
20130901005000,73693.0,47338.69,55500.0,26354.31,55.67182,21917.31,46.29893
20130901005500,73693.0,47072.24,55500.0,26620.76,56.553,22183.76,47.12706
20130901010000,73693.0,46923.68,55500.0,26769.32,57.04865,22332.32,47.59286
20130901010500,73693.0,46765.25,55500.0,26927.75,57.58069,22490.75,48.09287
20130901011000,73693.0,46567.68,55500.0,27125.32,58.24926,22688.32,48.72119
20130901011500,73693.0,46447.06,55500.0,27245.94,58.66019,22808.94,49.10738
20130901012000,73693.0,46290.3,55500.0,27402.7,59.19751,22965.7,49.61234
20130901012500,73693.0,46087.49,55500.0,27605.51,59.89806,23168.51,50.27072
20130901013000,73693.0,46087.46,55500.0,27605.54,59.89816,23168.54,50.27081
20130901013500,73693.0,45973.07,55500.0,27719.93,60.29601,23282.93,50.6447
20130901014000,73693.0,45776.89,55500.0,27916.11,60.98296,23479.11,51.2903
20130901014500,73693.0,45803.66,55500.0,27889.34,60.8889,23452.34,51.2019
20130901015000,73693.0,45541.29,55500.0,28151.71,61.81581,23714.71,52.073
20130901015500,73693.0,45220.77,55500.0,28472.24,62.96275,24035.24,53.15088
20130901020000,73693.0,45343.97,55500.0,28349.03,62.51996,23912.03,52.73476
20130901020500,73693.0,45340.26,55500.0,28352.74,62.53325,23915.74,52.74724
20130901021000,73693.0,45270.21,54500.0,28422.79,62.78474,23985.79,52.9836
20130901021500,73693.0,45273.85,54500.0,28419.15,62.77166,23982.15,52.97131
20130901022000,73693.0,45590.77,54500.0,28102.22,61.64016,23665.22,51.90792
20130901022500,73693.0,45398.91,54500.0,28294.09,62.32328,23857.09,52.54992
20130901023000,73693.0,45668.98,54500.0,28024.02,61.36334,23587.02,51.64778
20130901023500,73693.0,45944.05,54500.0,27748.95,60.39727,23311.95,50.73987
20130901024000,73693.0,45975.38,54500.0,27717.62,60.28796,23280.62,50.63714
20130901024500,73693.0,46043.55,54500.0,27649.45,60.05066,23212.45,50.41412
20130901025000,73693.0,45920.42,54500.0,27772.58,60.4798,23335.58,50.81744
