기준일시,공급능력(MW),현재수요(MW),최대예측수요(MW),공급예비력(MW),공급예비율(%),운영예비력(MW),운영예비율(%)
20130301000000,75924.0,59631.96,66000.0,16292.04,27.32099,13161.04,22.07045
20130301000500,75924.0,59067.04,59600.0,16856.96,28.53868,13725.96,23.23793
20130301001000,75924.0,58352.3,59600.0,17571.7,30.11312,14440.7,24.74744
20130301001500,75924.0,57915.09,59600.0,18008.91,31.09537,14877.91,25.68918
20130301002000,75924.0,57474.71,59600.0,18449.29,32.09983,15318.29,26.65222
20130301002500,75924.0,57234.98,59600.0,18689.02,32.65315,15558.02,27.18272
20130301003000,75924.0,57397.96,59600.0,18526.04,32.27647,15395.03,26.82157
20130301003500,75924.0,57164.44,59600.0,18759.56,32.81683,15628.56,27.33965
20130301004000,75924.0,56998.98,59600.0,18925.02,33.20238,15794.02,27.7093
20130301004500,75924.0,56459.82,59600.0,19464.19,34.4744,16333.19,28.92887
20130301005000,75924.0,56395.96,59600.0,19528.04,34.62666,16397.04,29.07484
20130301005500,75924.0,56416.71,59600.0,19507.29,34.57714,16376.29,29.02737
20130301010000,75924.0,55783.93,59600.0,20140.07,36.10371,17009.07,30.49098
20130301010500,75924.0,55733.7,59600.0,20190.3,36.22637,17059.3,30.60858
20130301011000,75924.0,55389.52,59600.0,20534.48,37.07286,17403.48,31.42017
20130301011500,75924.0,55089.82,59600.0,20834.18,37.81857,17703.18,32.13513
20130301012000,75924.0,55177.82,59600.0,20746.18,37.59875,17615.18,31.92438
20130301012500,75924.0,54858.89,59600.0,21065.11,38.39871,17934.11,32.69134
20130301013000,75924.0,54844.77,59600.0,21079.23,38.43436,17948.23,32.72552
20130301013500,75924.0,54901.86,59600.0,21022.14,38.29041,17891.14,32.5875
20130301014000,75924.0,54992.07,59600.0,20931.93,38.06354,17800.93,32.36999
20130301014500,75924.0,54685.49,59600.0,21238.51,38.83757,18107.51,33.1121
20130301015000,75924.0,54430.42,59600.0,21493.58,39.48817,18362.58,33.73587
