기준일시,공급능력(MW),현재수요(MW),최대예측수요(MW),공급예비력(MW),공급예비율(%),운영예비력(MW),운영예비율(%)
20120601000000,64355.0,51726.33,59400.0,12628.67,24.41439,12628.67,24.41439
20120601000500,64355.0,51342.53,60800.0,13012.47,25.34442,13012.47,25.34442
20120601001000,64355.0,51583.17,60800.0,12771.83,24.75969,12771.83,24.75969
20120601001500,64355.0,51631.69,60800.0,12723.31,24.64245,12723.31,24.64245
20120601002000,64355.0,51252.66,60800.0,13102.35,25.56423,13102.35,25.56423
20120601002500,64355.0,50888.38,60800.0,13466.62,26.46305,13466.62,26.46305
20120601003000,64355.0,51083.15,60800.0,13271.85,25.98088,13271.85,25.98088
20120601003500,64355.0,50844.44,60800.0,13510.56,26.57234,13510.56,26.57234
20120601004000,64355.0,50770.81,60800.0,13584.19,26.75591,13584.19,26.75591
20120601004500,64355.0,50560.33,60800.0,13794.67,27.28358,13794.67,27.28358
20120601005000,64355.0,50000.17,60800.0,14354.83,28.70957,14354.83,28.70957
20120601005500,64355.0,50199.81,60800.0,14155.19,28.1977,14155.19,28.1977
20120601010000,64355.0,50066.45,60800.0,14288.56,28.53919,14288.56,28.53919
20120601010500,64355.0,50048.96,60800.0,14306.03,28.58408,14306.03,28.58408
20120601011000,64355.0,50096.84,60800.0,14258.16,28.46119,14258.16,28.46119
20120601011500,64355.0,50166.11,60800.0,14188.89,28.28382,14188.89,28.28382
20120601012000,64355.0,50206.02,60800.0,14148.99,28.18185,14148.99,28.18185
20120601012500,64355.0,50379.24,60800.0,13975.76,27.74111,13975.76,27.74111
20120601013000,64355.0,50055.12,60800.0,14299.88,28.56828,14299.88,28.56828
20120601013500,64355.0,50244.11,60800.0,14110.9,28.08468,14110.9,28.08468
20120601014000,64355.0,49999.8,60800.0,14355.2,28.71052,14355.2,28.71052
20120601014500,64355.0,49930.82,60800.0,14424.18,28.88834,14424.18,28.88834
20120601015000,64355.0,49766.83,60800.0,14588.17,29.31303,14588.17,29.31303
20120601015500,64355.0,49811.96,60800.0,14543.04,29.19588,14543.04,29.19588
20120601020000,64355.0,50088.5,60800.0,14266.5,28.48257,14266.5,28.48257
20120601020500,64355.0,50011.5,60800.0,14343.5,28.68039,14343.5,28.68039
20120601021000,64355.0,50099.06,60800.0,14255.94,28.45551,14255.94,28.45551
20120601021500,64355.0,50097.8,60800.0,14257.19,28.45872,14257.19,28.45872
20120601022000,64355.0,50054.71,60800.0,14300.28,28.5693,14300.28,28.5693
20120601022500,64355.0,49886.26,60800.0,14468.74,29.00345,14468.74,29.00345
