기준일시,공급능력(MW),현재수요(MW),최대예측수요(MW),공급예비력(MW),공급예비율(%),운영예비력(MW),운영예비율(%)
20140301000000,75511.0,60663.56,67200.0,14847.44,24.47505,13224.44,21.79964
20140301000500,75511.0,60044.47,58600.0,15466.53,25.75846,13843.53,23.05546
20140301001000,75511.0,59638.86,58600.0,15872.14,26.61376,14249.14,23.89238
20140301001500,75511.0,59202.11,58600.0,16308.89,27.54782,14685.89,24.80637
20140301002000,75511.0,58805.62,58600.0,16705.38,28.4078,15082.38,25.64786
20140301002500,75511.0,58367.18,58600.0,17143.82,29.37237,15520.83,26.5917
20140301003000,75511.0,58112.65,58600.0,17398.35,29.939,15775.35,27.14615
20140301003500,75511.0,58103.84,58600.0,17407.16,29.9587,15784.16,27.16543
20140301004000,75511.0,57468.86,58600.0,18042.14,31.39463,16419.14,28.57049
20140301004500,75511.0,57598.37,58600.0,17912.63,31.0992,16289.63,28.28141
20140301005000,75511.0,57060.79,58600.0,18450.22,32.33432,16827.22,29.48998
20140301005500,75511.0,57232.14,58600.0,18278.86,31.93809,16655.86,29.10227
20140301010000,75511.0,57395.48,58600.0,18115.51,31.56261,16492.51,28.73486
20140301010500,75511.0,57734.63,58600.0,17776.37,30.78978,16153.37,27.97865
20140301011000,75511.0,57371.62,58600.0,18139.38,31.61734,16516.38,28.78841
20140301011500,75511.0,56986.46,58600.0,18524.54,32.50692,16901.54,29.65887
20140301012000,75511.0,57055.38,58600.0,18455.63,32.34686,16832.63,29.50226
20140301012500,75511.0,57201.28,58600.0,18309.72,32.00928,16686.72,29.17193
20140301013000,75511.0,57344.12,58600.0,18166.88,31.68045,16543.88,28.85017
20140301013500,75511.0,57201.77,58600.0,18309.23,32.00815,16686.23,29.17082
20140301014000,75511.0,57315.91,58600.0,18195.09,31.74528,16572.09,28.9136
20140301014500,75511.0,57084.62,58600.0,18426.38,32.27906,16803.38,29.43591
20140301015000,75511.0,56858.55,58600.0,18652.46,32.80502,17029.46,29.95056
20140301015500,75511.0,56975.01,58600.0,18535.99,32.53354,16912.99,29.68492
20140301020000,75511.0,56853.32,58600.0,18657.68,32.81721,17034.68,29.9625
20140301020500,75511.0,56612.28,58600.0,18898.72,33.38273,17275.72,30.51586
20140301021000,75511.0,56903.77,58600.0,18607.24,32.69948,16984.24,29.8473
20140301021500,75511.0,57094.09,58600.0,18416.91,32.25713,16793.91,29.41445
20140301022000,75511.0,56876.0,58600.0,18635.0,32.76426,17012.0,29.91069
20140301022500,75511.0,56851.76,58600.0,18659.24,32.82087,17036.24,29.96608
20140301023000,75511.0,56826.38,58600.0,18684.62,32.88018,17061.62,30.02411
20140301023500,75511.0,56875.06,58600.0,18635.94,32.76646,17012.94,29.91283
20140301024000,75511.0,56857.94,58600.0,18653.06,32.80643,17030.06,29.95195
20140301024500,75511.0,56963.47,58600.0,18547.53,32.56039,16924.53,29.7112
20140301025000,75511.0,56907.85,58600.0,18603.15,32.68995,16980.15,29.83797
20140301025500,75511.0,57026.71,58600.0,18484.29,32.41339,16861.29,29.56736
20140301030000,75511.0,56571.58,58600.0,18939.42,33.47869,17316.42,30.60976
20140301030500,75511.0,56599.02,58600.0,18911.98,33.41397,17288.98,30.54643
20140301031000,74457.0,56914.22,58600.0,17542.78,30.82319,13307.78,23.38217
20140301031500,74457.0,57032.85,58600.0,17424.15,30.55107,13189.15,23.12553
20140301032000,74457.0,57327.44,58600.0,17129.56,29.8802,12894.56,22.49282
20140301032500,74457.0,57167.26,58600.0,17289.74,30.24413,13054.74,22.83604
20140301033000,74457.0,57049.59,58600.0,17407.41,30.51278,13172.41,23.08941
20140301033500,74457.0,56958.69,58600.0,17498.31,30.72106,13263.31,23.28585
20140301034000,74457.0,56796.89,58600.0,17660.1,31.09343,13425.1,23.63704
20140301034500,74457.0,57178.55,58600.0,17278.45,30.21842,13043.45,22.81179
20140301035000,74457.0,57111.03,58600.0,17345.97,30.37237,13110.97,22.95699
20140301035500,74457.0,56878.79,58600.0,17578.22,30.9047,13343.22,23.45904
20140301040000,74457.0,56747.22,58600.0,17709.78,31.20819,13474.78,23.74527
20140301040500,74457.0,56879.25,58600.0,17577.75,30.90364,13342.75,23.45804
20140301041000,74457.0,57054.35,58600.0,17402.65,30.50189,13167.65,23.07914
20140301041500,74457.0,57192.7,58600.0,17264.3,30.18621,13029.31,22.78142
20140301042000,74457.0,56924.76,58600.0,17532.24,30.79897,13297.24,23.35932
20140301042500,74457.0,56961.95,58600.0,17495.05,30.71357,13260.05,23.27878
20140301043000,74457.0,57036.75,58600.0,17420.25,30.54215,13185.25,23.11711
20140301043500,74457.0,57113.6,58600.0,17343.4,30.3665,13108.4,22.95146
20140301044000,74457.0,57035.42,58600.0,17421.58,30.54519,13186.58,23.11998
20140301044500,74457.0,56997.37,58600.0,17459.63,30.63234,13224.63,23.20217
20140301045000,74457.0,56810.59,58600.0,17646.41,31.06184,13411.41,23.60724
20140301045500,74457.0,56737.74,58600.0,17719.26,31.23011,13484.26,23.76595
20140301050000,74457.0,57125.85,58600.0,17331.15,30.33854,13096.15,22.92509
20140301050500,74457.0,56864.41,58600.0,17592.59,30.93778,13357.59,23.49024
20140301051000,74457.0,56584.16,58600.0,17872.84,31.5863,13637.84,24.10187
20140301051500,74457.0,56516.25,58600.0,17940.75,31.74441,13705.75,24.25099
20140301052000,74457.0,56679.86,58600.0,17777.14,31.36411,13542.14,23.89232
20140301052500,74457.0,56373.62,58600.0,18083.38,32.07774,13848.38,24.56536
20140301053000,74457.0,56326.28,58600.0,18130.72,32.18875,13895.72,24.67006
20140301053500,74457.0,56371.72,58600.0,18085.28,32.08218,13850.28,24.56955
20140301054000,74457.0,56426.61,58600.0,18030.39,31.95369,13795.39,24.44837
20140301054500,74457.0,56251.46,58600.0,18205.54,32.36456,13970.54,24.83587
20140301055000,74457.0,56061.64,58600.0,18395.36,32.81274,14160.36,25.25855
20140301055500,74457.0,55994.39,58600.0,18462.61,32.97224,14227.61,25.40899
20140301060000,74457.0,56265.13,58600.0,18191.87,32.33242,13956.87,24.80555
20140301060500,74457.0,56592.29,58600.0,17864.71,31.5674,13629.71,24.08405
20140301061000,74457.0,56135.08,58600.0,18321.92,32.63898,14086.92,25.09468
20140301061500,74457.0,56342.73,58600.0,18114.27,32.15015,13879.27,24.63365
20140301062000,74457.0,56542.94,58600.0,17914.06,31.68223,13679.06,24.19234
20140301062500,74457.0,56158.72,58600.0,18298.28,32.58316,14063.28,25.04203
20140301063000,74457.0,56047.2,58600.0,18409.8,32.84697,14174.8,25.29083
20140301063500,74457.0,56053.74,58600.0,18403.26,32.83146,14168.26,25.27621
20140301064000,74457.0,55982.5,58600.0,18474.5,33.00048,14239.5,25.43562
20140301064500,74457.0,55980.57,58600.0,18476.43,33.00508,14241.43,25.43995
20140301065000,74457.0,55828.95,58600.0,18628.05,33.36628,14393.05,25.78061
