지점,일시,기온(°C),풍속(m/s),현지기압(hPa),습도(%),일사(MJ/m^2)
108,2013-02-28 00:01,1.3,.8,1010.1,73.8,0
108,2013-02-28 00:02,1.3,.9,1010.1,73.9,0
108,2013-02-28 00:03,1.3,1,1010.1,74,0
108,2013-02-28 00:04,1.3,1.3,1010.1,74.1,0
108,2013-02-28 00:05,1.3,1.4,1010.1,73.8,0
108,2013-02-28 00:06,1.2,1.4,1010.1,73.9,0
108,2013-02-28 00:07,1.2,1.4,1010.1,74.1,0
108,2013-02-28 00:08,1.2,1.4,1010.1,74.1,0
108,2013-02-28 00:09,1.2,1.2,1010.1,74.1,0
108,2013-02-28 00:10,1.2,1.2,1010.1,74.1,0
108,2013-02-28 00:11,1.2,1.3,1010.1,74,0
108,2013-02-28 00:12,1.2,1.1,1010.1,73.7,0
108,2013-02-28 00:13,1.2,1.1,1010.1,73.9,0
108,2013-02-28 00:14,1.2,1.3,1010.1,74.1,0
108,2013-02-28 00:15,1.2,1.7,1010.1,74.1,0
108,2013-02-28 00:16,1.2,1.8,1010.1,74.6,0
108,2013-02-28 00:17,1.2,1.7,1010.1,74.5,0
108,2013-02-28 00:18,1.2,1.6,1010.1,74.3,0
108,2013-02-28 00:19,1.2,1.8,1010.1,74.2,0
108,2013-02-28 00:20,1.2,1.8,1010.1,74.3,0
108,2013-02-28 00:21,1.2,1.5,1010.1,74.1,0
108,2013-02-28 00:22,1.3,1.8,1010.1,74.3,0
108,2013-02-28 00:23,1.3,1.4,1010.1,74.5,0
108,2013-02-28 00:24,1.3,1.9,1010.1,74.3,0
108,2013-02-28 00:25,1.3,1.8,1010.1,73.9,0
108,2013-02-28 00:26,1.3,1.7,1010.1,74,0
108,2013-02-28 00:27,1.3,1.7,1010.1,74.3,0
108,2013-02-28 00:28,1.3,1.8,1010.2,74.5,0
108,2013-02-28 00:29,1.3,1.4,1010.1,74.3,0
108,2013-02-28 00:30,1.3,1.4,1010.1,74.1,0
108,2013-02-28 00:31,1.3,1.4,1010.1,74.4,0
108,2013-02-28 00:32,1.3,1.1,1010.1,74.6,0
108,2013-02-28 00:33,1.3,1.2,1010.1,74.5,0
108,2013-02-28 00:34,1.3,1.1,1010.1,74.6,0
108,2013-02-28 00:35,1.3,1.2,1010.1,75,0
108,2013-02-28 00:36,1.3,1.3,1010.2,75.1,0
108,2013-02-28 00:37,1.3,1.2,1010.2,75.3,0
108,2013-02-28 00:38,1.2,1.1,1010.2,75.3,0
108,2013-02-28 00:39,1.2,1.2,1010.2,75.6,0
108,2013-02-28 00:40,1.2,1,1010.2,75.7,0
108,2013-02-28 00:41,1.2,1.2,1010.2,75.7,0
108,2013-02-28 00:42,1.2,1.1,1010.2,76,0
108,2013-02-28 00:43,1.2,1.3,1010.3,75.7,0
108,2013-02-28 00:44,1.2,1.3,1010.3,75.9,0
108,2013-02-28 00:45,1.2,1.4,1010.3,76,0
108,2013-02-28 00:46,1.2,1.5,1010.3,76.2,0
108,2013-02-28 00:47,1.2,1.4,1010.3,76.1,0
108,2013-02-28 00:48,1.2,1.5,1010.3,75.9,0
108,2013-02-28 00:49,1.2,1.5,1010.3,75.9,0
108,2013-02-28 00:50,1.2,1.8,1010.3,75.8,0
108,2013-02-28 00:51,1.2,1.4,1010.3,75.3,0
108,2013-02-28 00:52,1.2,1.2,1010.3,75.2,0
108,2013-02-28 00:53,1.1,1.4,1010.3,75.6,0
108,2013-02-28 00:54,1.1,1.7,1010.3,75.7,0
108,2013-02-28 00:55,1.1,1.8,1010.3,76.1,0
108,2013-02-28 00:56,1.1,2.2,1010.3,76.2,0
108,2013-02-28 00:57,1.1,1.9,1010.3,76.4,0
108,2013-02-28 00:58,1.1,2,1010.3,76.5,0
108,2013-02-28 00:59,1.1,2,1010.3,76.6,0
108,2013-02-28 01:00,1.1,2.3,1010.3,76.5,0
108,2013-02-28 01:01,1.1,2.4,1010.3,76.4,0
108,2013-02-28 01:02,1.1,2.4,1010.3,76.6,0
108,2013-02-28 01:03,1.1,2,1010.3,76.8,0
108,2013-02-28 01:04,1.1,2,1010.3,76.6,0
108,2013-02-28 01:05,1.1,1.6,1010.3,76.8,0
108,2013-02-28 01:06,1.1,2.5,1010.3,77.2,0
108,2013-02-28 01:07,1.1,2.2,1010.3,77.2,0
108,2013-02-28 01:08,1.1,2.1,1010.3,77.1,0
108,2013-02-28 01:09,1.1,2.1,1010.3,77.1,0
108,2013-02-28 01:10,1.1,2.2,1010.4,77.2,0
108,2013-02-28 01:11,1.1,2.4,1010.4,77.6,0
108,2013-02-28 01:12,1.1,2.4,1010.4,77.5,0
108,2013-02-28 01:13,1.1,2.3,1010.4,77.5,0
108,2013-02-28 01:14,1.1,2.5,1010.4,77.5,0
108,2013-02-28 01:15,1.1,2.5,1010.4,77.5,0
108,2013-02-28 01:16,1.1,2.5,1010.4,77.6,0
108,2013-02-28 01:17,1.1,2.8,1010.4,77.8,0
108,2013-02-28 01:18,1.1,2.6,1010.4,78,0
108,2013-02-28 01:19,1.1,2.5,1010.4,78.2,0
