지점,일시,기온(°C),풍속(m/s),현지기압(hPa),습도(%),일사(MJ/m^2)
108,2012-06-17 00:01,20.3,3.9,998.5,78.1,0
108,2012-06-17 00:02,20.3,2.8,998.5,78.4,0
108,2012-06-17 00:03,20.2,3.3,998.4,78.5,0
108,2012-06-17 00:04,20.2,3,998.4,78.6,0
108,2012-06-17 00:05,20.2,2.8,998.4,78.8,0
108,2012-06-17 00:06,20.2,2.9,998.5,78.9,0
108,2012-06-17 00:07,20.1,2.7,998.5,78.9,0
108,2012-06-17 00:08,20.1,2.7,998.5,79,0
108,2012-06-17 00:09,20.1,3,998.5,79,0
108,2012-06-17 00:10,20.1,2.5,998.5,79.1,0
108,2012-06-17 00:11,20.1,2.2,998.5,79.2,0
108,2012-06-17 00:12,20.1,2.6,998.5,79.1,0
108,2012-06-17 00:13,20.1,2.6,998.5,79.1,0
108,2012-06-17 00:14,20.1,3,998.5,78.9,0
108,2012-06-17 00:15,20.2,3.1,998.5,78.9,0
108,2012-06-17 00:16,20.2,2.8,998.5,78.8,0
108,2012-06-17 00:17,20.2,2.7,998.5,78.7,0
108,2012-06-17 00:18,20.1,2.9,998.5,78.7,0
108,2012-06-17 00:19,20.2,2.7,998.5,78.7,0
108,2012-06-17 00:20,20.2,2.9,998.5,78.5,0
108,2012-06-17 00:21,20.2,2.7,998.5,78.4,0
108,2012-06-17 00:22,20.2,2.4,998.5,78.3,0
108,2012-06-17 00:23,20.2,2.7,998.5,78.3,0
108,2012-06-17 00:24,20.2,1.9,998.5,78.2,0
108,2012-06-17 00:25,20.3,2.4,998.5,78.1,0
108,2012-06-17 00:26,20.3,2.5,998.5,78,0
108,2012-06-17 00:27,20.3,2.3,998.6,78.1,0
108,2012-06-17 00:28,20.3,3.3,998.6,78.2,0
108,2012-06-17 00:29,20.3,3.3,998.6,78.3,0
108,2012-06-17 00:30,20.2,2.4,998.6,78.4,0
108,2012-06-17 00:31,20.2,2.2,998.5,78.5,0
108,2012-06-17 00:32,20.2,2.8,998.5,78.6,0
108,2012-06-17 00:33,20.2,2.4,998.5,78.7,0
108,2012-06-17 00:34,20.2,2.8,998.5,78.7,0
108,2012-06-17 00:35,20.2,2.1,998.6,78.7,0
108,2012-06-17 00:36,20.2,2,998.6,78.8,0
108,2012-06-17 00:37,20.2,3.5,998.6,78.8,0
108,2012-06-17 00:38,20.2,2.5,998.6,79,0
108,2012-06-17 00:39,20.2,2.4,998.6,79.2,0
108,2012-06-17 00:40,20.1,2.5,998.6,79.3,0
108,2012-06-17 00:41,20.1,2.7,998.6,79.3,0
108,2012-06-17 00:42,20.1,2.2,998.6,79.3,0
108,2012-06-17 00:43,20.1,2.7,998.6,79.3,0
108,2012-06-17 00:44,20.1,2.6,998.7,79.3,0
108,2012-06-17 00:45,20.1,2.3,998.7,79.4,0
108,2012-06-17 00:46,20.1,2.9,998.7,79.6,0
108,2012-06-17 00:47,20.1,3,998.7,79.7,0
108,2012-06-17 00:48,20.1,2.7,998.7,79.8,0
108,2012-06-17 00:49,20.1,2.1,998.7,79.9,0
108,2012-06-17 00:50,20.1,2.2,998.7,79.9,0
108,2012-06-17 00:51,20.1,2.6,998.7,79.9,0
108,2012-06-17 00:52,20.1,2.5,998.7,80,0
108,2012-06-17 00:53,20.1,3.2,998.7,80,0
108,2012-06-17 00:54,20,2.7,998.7,80.1,0
108,2012-06-17 00:55,20,2.4,998.7,80.2,0
108,2012-06-17 00:56,20,1.8,998.7,80.1,0
108,2012-06-17 00:57,20,3.4,998.6,80.1,0
108,2012-06-17 00:58,20,3.8,998.6,80.3,0
108,2012-06-17 00:59,19.9,3.2,998.6,80.5,0
108,2012-06-17 01:00,19.9,3.9,998.6,80.7,0
108,2012-06-17 01:01,19.9,3.3,998.6,80.8,0
108,2012-06-17 01:02,19.9,3.7,998.7,80.8,0
108,2012-06-17 01:03,19.9,3.2,998.7,80.9,0
108,2012-06-17 01:04,19.9,2.9,998.7,80.9,0
108,2012-06-17 01:05,19.9,3.2,998.7,80.8,0
108,2012-06-17 01:06,19.9,2.5,998.8,80.7,0
108,2012-06-17 01:07,19.9,3.5,998.8,80.6,0
108,2012-06-17 01:08,19.9,3.6,998.8,80.5,0
108,2012-06-17 01:09,19.9,3.2,998.8,80.6,0
108,2012-06-17 01:10,19.9,2,998.8,80.6,0
108,2012-06-17 01:11,19.9,1.9,998.8,80.6,0
108,2012-06-17 01:12,19.9,2.6,998.7,80.6,0
108,2012-06-17 01:13,19.8,2.6,998.7,80.7,0
108,2012-06-17 01:14,19.8,2.2,998.7,80.7,0
108,2012-06-17 01:15,19.8,3.6,998.7,80.9,0
108,2012-06-17 01:16,19.8,2.8,998.8,80.8,0
108,2012-06-17 01:17,19.8,2.9,998.8,80.8,0
108,2012-06-17 01:18,19.7,2.8,998.8,80.8,0
108,2012-06-17 01:19,19.7,2.4,998.8,80.7,0
108,2012-06-17 01:20,19.7,3.7,998.8,80.7,0
108,2012-06-17 01:21,19.7,3.3,998.8,80.9,0
108,2012-06-17 01:22,19.7,3,998.8,81.1,0
108,2012-06-17 01:23,19.7,3.7,998.8,81.1,0
108,2012-06-17 01:24,19.7,3.1,998.8,81.2,0
108,2012-06-17 01:25,19.7,3.5,998.7,81.3,0
108,2012-06-17 01:26,19.7,3.4,998.8,81.3,0
108,2012-06-17 01:27,19.6,3.4,998.8,81.3,0
108,2012-06-17 01:28,19.6,3.7,998.8,81.3,0
108,2012-06-17 01:29,19.6,4.2,998.8,81.3,0
108,2012-06-17 01:30,19.6,4,998.8,81.2,0
108,2012-06-17 01:31,19.6,3.2,998.8,81.3,0
108,2012-06-17 01:32,19.6,4.5,998.8,81.3,0
108,2012-06-17 01:33,19.6,4.2,998.8,81.4,0
108,2012-06-17 01:34,19.6,3.1,998.8,81.4,0
108,2012-06-17 01:35,19.6,2.8,998.8,81.3,0
108,2012-06-17 01:36,19.6,4,998.8,81.2,0
108,2012-06-17 01:37,19.6,3.7,998.8,81.2,0
108,2012-06-17 01:38,19.5,3.3,998.8,81.2,0
108,2012-06-17 01:39,19.5,2.9,998.8,81.2,0
108,2012-06-17 01:40,19.5,3.4,998.8,81.2,0
108,2012-06-17 01:41,19.5,3.9,998.8,81.1,0
108,2012-06-17 01:42,19.5,3.7,998.8,81,0
108,2012-06-17 01:43,19.5,3.5,998.8,80.6,0
108,2012-06-17 01:44,19.5,3,998.9,80.4,0
108,2012-06-17 01:45,19.5,3.1,998.9,80.4,0
108,2012-06-17 01:46,19.5,3.2,998.9,80.5,0
108,2012-06-17 01:47,19.5,3.3,998.9,80.7,0
108,2012-06-17 01:48,19.5,3.2,998.9,80.9,0
108,2012-06-17 01:49,19.5,2.6,998.9,80.9,0
108,2012-06-17 01:50,19.5,2.2,998.9,80.8,0
108,2012-06-17 01:51,19.5,2.5,998.9,80.9,0
108,2012-06-17 01:52,19.5,2.9,998.9,80.8,0
108,2012-06-17 01:53,19.5,2.9,998.9,80.9,0
108,2012-06-17 01:54,19.4,2.6,998.9,80.8,0
108,2012-06-17 01:55,19.4,2.9,998.9,80.6,0
108,2012-06-17 01:56,19.4,3.3,998.9,80.4,0
108,2012-06-17 01:57,19.4,2.9,998.9,79.8,0
108,2012-06-17 01:58,19.4,2.7,998.9,79.9,0
108,2012-06-17 01:59,19.4,2.7,998.9,80,0
108,2012-06-17 02:00,19.5,3,998.9,80.1,0
108,2012-06-17 02:01,19.4,3.6,998.9,80,0
108,2012-06-17 02:02,19.4,2.9,998.9,79.7,0
108,2012-06-17 02:03,19.4,3.3,999,79.1,0
108,2012-06-17 02:04,19.5,2.7,999,78.9,0
108,2012-06-17 02:05,19.5,3.2,999,78.4,0
108,2012-06-17 02:06,19.5,3,999,77.9,0
108,2012-06-17 02:07,19.5,3.1,999,78,0
108,2012-06-17 02:08,19.5,2.7,999,78.3,0
108,2012-06-17 02:09,19.5,3.3,999,78.6,0
108,2012-06-17 02:10,19.5,2.9,999.1,78.5,0
108,2012-06-17 02:11,19.5,2.7,999.1,78.6,0
108,2012-06-17 02:12,19.5,2.9,999.1,78.8,0
108,2012-06-17 02:13,19.5,2.9,999.1,78.8,0
108,2012-06-17 02:14,19.5,2.9,999.1,78.8,0
108,2012-06-17 02:15,19.5,3.3,999.1,78.9,0
108,2012-06-17 02:16,19.5,3.2,999.1,78.6,0
108,2012-06-17 02:17,19.5,2.6,999.2,78.3,0
108,2012-06-17 02:18,19.5,3.1,999.2,78.5,0
108,2012-06-17 02:19,19.5,2.8,999.2,78.4,0
108,2012-06-17 02:20,19.5,2.5,999.2,78.1,0
108,2012-06-17 02:21,19.5,3,999.2,78,0
108,2012-06-17 02:22,19.5,2.9,999.2,78.2,0
108,2012-06-17 02:23,19.5,2.2,999.2,78.3,0
108,2012-06-17 02:24,19.5,1.8,999.2,78.3,0
108,2012-06-17 02:25,19.5,2.4,999.2,78.6,0
108,2012-06-17 02:26,19.5,2,999.2,78.7,0
108,2012-06-17 02:27,19.5,2.4,999.2,78.9,0
108,2012-06-17 02:28,19.5,2.8,999.2,78.9,0
108,2012-06-17 02:29,19.4,3,999.2,78.9,0
