지점,일시,기온(°C),풍속(m/s),현지기압(hPa),습도(%),일사(MJ/m^2)
108,2012-11-13 00:01,6.5,2.3,1001.5,77.7,0
108,2012-11-13 00:02,6.5,2.3,1001.5,77.5,0
108,2012-11-13 00:03,6.5,1.8,1001.5,77.5,0
108,2012-11-13 00:04,6.5,2.1,1001.5,77.7,0
108,2012-11-13 00:05,6.5,2.2,1001.6,77.8,0
108,2012-11-13 00:06,6.6,2.1,1001.6,78,0
108,2012-11-13 00:07,6.6,2.3,1001.6,78.1,0
108,2012-11-13 00:08,6.6,2.3,1001.6,78.4,0
108,2012-11-13 00:09,6.6,1.5,1001.6,79.2,0
108,2012-11-13 00:10,6.6,1.6,1001.6,79.5,0
108,2012-11-13 00:11,6.6,1.8,1001.6,79.8,0
108,2012-11-13 00:12,6.6,2.1,1001.5,79.2,0
108,2012-11-13 00:13,6.6,1.7,1001.5,78.6,0
108,2012-11-13 00:14,6.6,1.7,1001.5,78.8,0
108,2012-11-13 00:15,6.6,2,1001.5,78.5,0
108,2012-11-13 00:16,6.6,2.1,1001.5,78.1,0
108,2012-11-13 00:17,6.6,1.8,1001.5,77.8,0
108,2012-11-13 00:18,6.6,1.3,1001.5,77.6,0
108,2012-11-13 00:19,6.6,1.9,1001.5,77.6,0
108,2012-11-13 00:20,6.6,1.9,1001.5,77.4,0
108,2012-11-13 00:21,6.6,1.2,1001.5,77.1,0
108,2012-11-13 00:22,6.6,1.9,1001.5,77.3,0
108,2012-11-13 00:23,6.6,1.9,1001.5,76,0
108,2012-11-13 00:24,6.7,2.1,1001.5,75.6,0
108,2012-11-13 00:25,6.7,1.7,1001.5,75.6,0
108,2012-11-13 00:26,6.6,1.7,1001.5,76.1,0
108,2012-11-13 00:27,6.6,2.1,1001.4,75.3,0
108,2012-11-13 00:28,6.7,2.2,1001.4,75.4,0
108,2012-11-13 00:29,6.7,1.8,1001.5,75.4,0
108,2012-11-13 00:30,6.7,2.6,1001.5,75,0
108,2012-11-13 00:31,6.7,2.2,1001.4,75,0
108,2012-11-13 00:32,6.7,1.8,1001.4,75.1,0
108,2012-11-13 00:33,6.7,2.4,1001.4,74.7,0
108,2012-11-13 00:34,6.7,2.4,1001.4,74.6,0
108,2012-11-13 00:35,6.7,1.8,1001.4,74.9,0
108,2012-11-13 00:36,6.7,2,1001.4,75.1,0
108,2012-11-13 00:37,6.7,1.9,1001.4,75.5,0
108,2012-11-13 00:38,6.7,2.7,1001.3,75.2,0
108,2012-11-13 00:39,6.7,2.4,1001.3,74.8,0
108,2012-11-13 00:40,6.7,3,1001.4,74.5,0
108,2012-11-13 00:41,6.7,3,1001.3,74.6,0
108,2012-11-13 00:42,6.7,3,1001.3,74.4,0
108,2012-11-13 00:43,6.7,3,1001.3,74.1,0
108,2012-11-13 00:44,6.7,3,1001.3,74.4,0
108,2012-11-13 00:45,6.7,3.1,1001.2,73.8,0
108,2012-11-13 00:46,6.8,2.2,1001.1,73.7,0
108,2012-11-13 00:47,6.8,1.5,1001.1,74.2,0
108,2012-11-13 00:48,6.8,2.9,1001.1,73.5,0
108,2012-11-13 00:49,6.8,2.8,1001.1,72.6,0
108,2012-11-13 00:50,6.8,2.4,1001.1,72.4,0
108,2012-11-13 00:51,6.8,2.2,1001.1,72.7,0
108,2012-11-13 00:52,6.8,2,1001.1,72.4,0
108,2012-11-13 00:53,6.8,2.2,1001.1,73,0
108,2012-11-13 00:54,6.8,1.8,1001.1,73.4,0
108,2012-11-13 00:55,6.8,1.9,1001.1,73.8,0
108,2012-11-13 00:56,6.8,1.9,1001.1,74.1,0
108,2012-11-13 00:57,6.8,1.7,1001.1,74.2,0
108,2012-11-13 00:58,6.8,.9,1001.1,74.8,0
108,2012-11-13 00:59,6.8,1.5,1001.1,75,0
108,2012-11-13 01:00,6.8,1.9,1001.1,74.4,0
108,2012-11-13 01:01,6.8,1.6,1001.1,74.7,0
108,2012-11-13 01:02,6.8,1.1,1001.1,75,0
108,2012-11-13 01:03,6.8,2,1001,74.9,0
108,2012-11-13 01:04,6.8,2.3,1001,74.1,0
108,2012-11-13 01:05,6.8,2.6,1001,73.8,0
108,2012-11-13 01:06,6.8,2.6,1001,73.5,0
108,2012-11-13 01:07,6.8,3,1001,73.1,0
108,2012-11-13 01:08,6.8,2.7,1001,73,0
108,2012-11-13 01:09,6.8,3,1000.9,72.9,0
108,2012-11-13 01:10,6.8,1.9,1000.9,73.3,0
108,2012-11-13 01:11,6.8,1.7,1000.9,73.2,0
108,2012-11-13 01:12,6.8,1.6,1000.9,73.1,0
108,2012-11-13 01:13,6.8,1.9,1000.9,73.4,0
108,2012-11-13 01:14,6.8,1.7,1000.9,73.4,0
108,2012-11-13 01:15,6.8,1.5,1000.9,73.6,0
108,2012-11-13 01:16,6.8,1.8,1000.9,74,0
108,2012-11-13 01:17,6.8,1.8,1000.8,74.1,0
108,2012-11-13 01:18,6.8,1.7,1000.8,73.8,0
108,2012-11-13 01:19,6.8,2,1000.8,73.7,0
108,2012-11-13 01:20,6.8,1.8,1000.8,73.8,0
108,2012-11-13 01:21,6.8,1.8,1000.8,73.5,0
108,2012-11-13 01:22,6.8,1.9,1000.8,73.2,0
108,2012-11-13 01:23,6.8,2,1000.7,73,0
108,2012-11-13 01:24,6.8,2,1000.7,72.2,0
108,2012-11-13 01:25,6.8,2.1,1000.7,72.3,0
108,2012-11-13 01:26,6.8,1.9,1000.7,72.1,0
108,2012-11-13 01:27,6.9,1.7,1000.7,72.2,0
108,2012-11-13 01:28,6.9,1.7,1000.7,72.3,0
108,2012-11-13 01:29,6.9,1.8,1000.7,72.4,0
108,2012-11-13 01:30,6.9,1.4,1000.7,72.8,0
108,2012-11-13 01:31,6.8,2.1,1000.7,72.6,0
108,2012-11-13 01:32,6.8,2.5,1000.7,72.5,0
108,2012-11-13 01:33,6.8,2.6,1000.6,72,0
108,2012-11-13 01:34,6.8,3.1,1000.6,71.5,0
108,2012-11-13 01:35,6.9,2.4,1000.6,70.5,0
108,2012-11-13 01:36,6.9,2.5,1000.6,69.6,0
108,2012-11-13 01:37,6.9,2.9,1000.6,69.1,0
108,2012-11-13 01:38,7,2.7,1000.6,68.8,0
108,2012-11-13 01:39,7,2.7,1000.6,69.6,0
108,2012-11-13 01:40,7,2.7,1000.6,69.1,0
108,2012-11-13 01:41,7,2.1,1000.6,69.2,0
108,2012-11-13 01:42,7,2.5,1000.6,68.4,0
108,2012-11-13 01:43,7,2,1000.5,68.1,0
108,2012-11-13 01:44,7,1.5,1000.5,68.5,0
108,2012-11-13 01:45,7,2.1,1000.5,69,0
108,2012-11-13 01:46,7,1.9,1000.5,69.3,0
108,2012-11-13 01:47,7,2.4,1000.5,69.1,0
108,2012-11-13 01:48,7,1.7,1000.5,69.1,0
108,2012-11-13 01:49,7,1.5,1000.5,68.3,0
108,2012-11-13 01:50,7,1.8,1000.5,68.6,0
108,2012-11-13 01:51,7,2.4,1000.5,68.7,0
108,2012-11-13 01:52,7,2.4,1000.5,68.5,0
108,2012-11-13 01:53,7,2.2,1000.4,68.7,0
108,2012-11-13 01:54,7,1.5,1000.4,69.4,0
108,2012-11-13 01:55,7,2.1,1000.4,69.8,0
108,2012-11-13 01:56,7,3.2,1000.4,68.9,0
108,2012-11-13 01:57,7,2.5,1000.4,68.3,0
108,2012-11-13 01:58,7,2.6,1000.4,68.3,0
108,2012-11-13 01:59,7,2.8,1000.4,67.8,0
