지점,일시,기온(°C),풍속(m/s),현지기압(hPa),습도(%),일사(MJ/m^2)
108,2013-03-07 00:01,10,1.7,1004,36.8,0
108,2013-03-07 00:02,10,1.5,1004,36.6,0
108,2013-03-07 00:03,10.2,1.4,1004,36.1,0
108,2013-03-07 00:04,10.3,1.4,1004,36.1,0
108,2013-03-07 00:05,10.2,.7,1004,36.2,0
108,2013-03-07 00:06,10.2,1.1,1004,35.8,0
108,2013-03-07 00:07,10.2,.7,1004,35.7,0
108,2013-03-07 00:08,10.2,1,1003.9,35.9,0
108,2013-03-07 00:09,10.2,2.2,1003.9,36,0
108,2013-03-07 00:10,10.2,1.2,1003.9,36.1,0
108,2013-03-07 00:11,10.2,1.1,1003.9,36.2,0
108,2013-03-07 00:12,10.2,.8,1003.9,36.3,0
108,2013-03-07 00:13,10.1,1.6,1003.9,36.6,0
108,2013-03-07 00:14,10.1,.8,1003.9,36.6,0
108,2013-03-07 00:15,10.1,.6,1003.9,36.4,0
108,2013-03-07 00:16,10.1,.5,1003.8,36.5,0
108,2013-03-07 00:17,10.1,.7,1003.9,36.4,0
108,2013-03-07 00:18,10.1,.8,1003.9,36.1,0
108,2013-03-07 00:19,10.2,.3,1003.9,36,0
108,2013-03-07 00:20,10.2,.4,1003.9,37.3,0
108,2013-03-07 00:21,10.1,.8,1003.8,37.4,0
108,2013-03-07 00:22,10.1,.8,1003.8,37.9,0
108,2013-03-07 00:23,10,.6,1003.8,38.5,0
108,2013-03-07 00:24,10,.5,1003.8,37.6,0
108,2013-03-07 00:25,10.1,1.1,1003.8,36.6,0
108,2013-03-07 00:26,10.1,.5,1003.8,36.4,0
108,2013-03-07 00:27,10.1,.6,1003.8,36.1,0
108,2013-03-07 00:28,10.1,.6,1003.8,35.6,0
108,2013-03-07 00:29,10.2,.3,1003.8,35.4,0
108,2013-03-07 00:30,10.2,.3,1003.8,35.5,0
108,2013-03-07 00:31,10.2,.5,1003.8,35.3,0
108,2013-03-07 00:32,10.2,.4,1003.8,35.1,0
108,2013-03-07 00:33,10.3,.5,1003.8,35,0
108,2013-03-07 00:34,10.3,.8,1003.8,36.2,0
108,2013-03-07 00:35,10.2,1,1003.8,37.1,0
108,2013-03-07 00:36,10.2,.7,1003.8,37.2,0
108,2013-03-07 00:37,10.2,.2,1003.8,36.8,0
108,2013-03-07 00:38,10.2,.1,1003.7,35,0
108,2013-03-07 00:39,10.4,.7,1003.7,33.6,0
108,2013-03-07 00:40,10.5,.2,1003.7,33.2,0
108,2013-03-07 00:41,10.5,.2,1003.7,32.5,0
108,2013-03-07 00:42,10.5,0,1003.7,32.3,0
108,2013-03-07 00:43,10.6,.1,1003.7,32.1,0
108,2013-03-07 00:44,10.6,.7,1003.7,33.2,0
108,2013-03-07 00:45,10.5,.5,1003.6,34.5,0
108,2013-03-07 00:46,10.4,.9,1003.6,33.9,0
108,2013-03-07 00:47,10.4,.9,1003.6,33,0
108,2013-03-07 00:48,10.4,1.1,1003.7,32.7,0
108,2013-03-07 00:49,10.4,1.2,1003.7,33,0
108,2013-03-07 00:50,10.4,.8,1003.7,33,0
108,2013-03-07 00:51,10.4,1,1003.7,32.6,0
108,2013-03-07 00:52,10.5,.9,1003.8,32.6,0
108,2013-03-07 00:53,10.5,.2,1003.9,33.6,0
108,2013-03-07 00:54,10.5,.7,1003.9,35.6,0
108,2013-03-07 00:55,10.4,1.1,1003.9,36.8,0
108,2013-03-07 00:56,10.4,1.1,1003.9,37,0
108,2013-03-07 00:57,10.3,.8,1003.8,37.2,0
108,2013-03-07 00:58,10.3,.8,1003.8,37.2,0
108,2013-03-07 00:59,10.4,.9,1003.8,34.1,0
108,2013-03-07 01:00,10.5,1.1,1003.8,33.3,0
108,2013-03-07 01:01,10.6,1.2,1003.8,33.1,0
108,2013-03-07 01:02,10.5,1,1003.8,33.3,0
108,2013-03-07 01:03,10.5,.8,1003.8,33.9,0
108,2013-03-07 01:04,10.5,.4,1003.8,34.3,0
108,2013-03-07 01:05,10.5,1.2,1003.8,34.1,0
108,2013-03-07 01:06,10.5,1.8,1003.8,34.7,0
108,2013-03-07 01:07,10.5,1.6,1003.8,34.8,0
108,2013-03-07 01:08,10.5,1.5,1003.8,34.4,0
108,2013-03-07 01:09,10.6,1.9,1003.8,34,0
108,2013-03-07 01:10,10.6,2.3,1003.8,34.1,0
108,2013-03-07 01:11,10.7,2.1,1003.8,34.2,0
108,2013-03-07 01:12,10.7,2.8,1003.8,34.3,0
108,2013-03-07 01:13,10.8,2.2,1003.7,33.8,0
108,2013-03-07 01:14,10.8,2.6,1003.8,33.8,0
108,2013-03-07 01:15,10.8,3.3,1003.7,33.5,0
108,2013-03-07 01:16,10.9,3,1003.7,33.1,0
108,2013-03-07 01:17,11,2.6,1003.7,33.4,0
108,2013-03-07 01:18,11,2.3,1003.7,33,0
108,2013-03-07 01:19,11,2.1,1003.7,33.6,0
108,2013-03-07 01:20,11,1.7,1003.7,34,0
108,2013-03-07 01:21,10.9,1.2,1003.6,34.3,0
108,2013-03-07 01:22,10.9,1.9,1003.7,34.2,0
108,2013-03-07 01:23,10.9,1.6,1003.7,35.2,0
108,2013-03-07 01:24,10.8,1.2,1003.7,35.8,0
108,2013-03-07 01:25,10.7,1.4,1003.7,35.1,0
108,2013-03-07 01:26,10.7,.7,1003.6,34.6,0
108,2013-03-07 01:27,10.7,.8,1003.5,34.5,0
108,2013-03-07 01:28,10.7,1.1,1003.5,34.2,0
108,2013-03-07 01:29,10.7,1,1003.4,34,0
108,2013-03-07 01:30,10.7,.9,1003.4,34,0
108,2013-03-07 01:31,10.8,.7,1003.4,33.9,0
108,2013-03-07 01:32,10.8,.6,1003.4,33.9,0
108,2013-03-07 01:33,10.8,.9,1003.4,33.9,0
108,2013-03-07 01:34,10.8,1.1,1003.5,33.8,0
108,2013-03-07 01:35,10.8,1.3,1003.5,33.8,0
108,2013-03-07 01:36,10.8,1,1003.4,33.9,0
108,2013-03-07 01:37,10.8,.4,1003.3,34.1,0
108,2013-03-07 01:38,10.8,.3,1003.3,34.1,0
108,2013-03-07 01:39,10.8,1.3,1003.4,34.1,0
108,2013-03-07 01:40,10.8,1.7,1003.4,34.2,0
108,2013-03-07 01:41,10.8,1.5,1003.4,34.3,0
108,2013-03-07 01:42,10.7,1,1003.3,35.1,0
108,2013-03-07 01:43,10.7,1.2,1003.4,35.1,0
108,2013-03-07 01:44,10.6,.8,1003.3,36.2,0
108,2013-03-07 01:45,10.5,.8,1003.3,36.8,0
108,2013-03-07 01:46,10.5,2,1003.4,36.5,0
108,2013-03-07 01:47,10.5,1.6,1003.3,36.2,0
108,2013-03-07 01:48,10.5,1.6,1003.3,36.4,0
108,2013-03-07 01:49,10.5,1.3,1003.3,36,0
108,2013-03-07 01:50,10.6,1.6,1003.3,35.5,0
108,2013-03-07 01:51,10.6,2.1,1003.3,35.5,0
108,2013-03-07 01:52,10.7,2.3,1003.3,35.3,0
108,2013-03-07 01:53,10.7,2.2,1003.2,35,0
108,2013-03-07 01:54,10.8,2.2,1003.2,35,0
108,2013-03-07 01:55,10.8,1.4,1003.2,35.3,0
108,2013-03-07 01:56,10.8,2.2,1003.2,35.9,0
108,2013-03-07 01:57,10.7,1.4,1003.1,35.9,0
108,2013-03-07 01:58,10.7,1.9,1003.2,35.8,0
108,2013-03-07 01:59,10.7,2.8,1003.2,35.8,0
108,2013-03-07 02:00,10.8,2.2,1003.2,35.5,0
