지점,일시,기온(°C),풍속(m/s),현지기압(hPa),습도(%),일사(MJ/m^2)
108,2012-06-19 00:01,23.3,3.5,994.9,52.6,0
108,2012-06-19 00:02,23.3,4,994.9,52.7,0
108,2012-06-19 00:03,23.3,2.8,994.8,52.7,0
108,2012-06-19 00:04,23.3,2.8,994.8,52.8,0
108,2012-06-19 00:05,23.3,2.7,994.8,52.7,0
108,2012-06-19 00:06,23.3,2.9,994.8,52.8,0
108,2012-06-19 00:07,23.3,1.2,994.8,53,0
108,2012-06-19 00:08,23.3,1.5,994.7,53.1,0
108,2012-06-19 00:09,23.3,2.2,994.7,53.2,0
108,2012-06-19 00:10,23.3,1.9,994.7,53,0
108,2012-06-19 00:11,23.3,1.5,994.7,53,0
108,2012-06-19 00:12,23.3,1,994.7,52.9,0
108,2012-06-19 00:13,23.3,1.8,994.7,53,0
108,2012-06-19 00:14,23.2,2.2,994.7,53.1,0
108,2012-06-19 00:15,23.2,2.7,994.7,53,0
108,2012-06-19 00:16,23.3,1.8,994.7,53,0
108,2012-06-19 00:17,23.3,1.8,994.7,53,0
108,2012-06-19 00:18,23.3,1.7,994.7,53,0
108,2012-06-19 00:19,23.2,2,994.7,53,0
108,2012-06-19 00:20,23.2,1.8,994.7,53.1,0
108,2012-06-19 00:21,23.2,2.3,994.7,52.9,0
108,2012-06-19 00:22,23.2,1.4,994.7,53.1,0
108,2012-06-19 00:23,23.2,2.1,994.7,53.1,0
108,2012-06-19 00:24,23.2,1.5,994.7,53.2,0
108,2012-06-19 00:25,23.2,1.8,994.7,53.1,0
108,2012-06-19 00:26,23.2,1.4,994.7,53.3,0
108,2012-06-19 00:27,23.1,2,994.7,53.3,0
108,2012-06-19 00:28,23.1,2.1,994.7,53.2,0
108,2012-06-19 00:29,23.1,1.6,994.7,53.3,0
108,2012-06-19 00:30,23.1,2.3,994.7,53.3,0
108,2012-06-19 00:31,23.1,2.3,994.7,53.3,0
108,2012-06-19 00:32,23.1,2,994.7,53.2,0
108,2012-06-19 00:33,23.1,1.8,994.7,53.2,0
108,2012-06-19 00:34,23.1,2,994.7,53.2,0
108,2012-06-19 00:35,23,2.2,994.7,53,0
108,2012-06-19 00:36,23.1,2.8,994.7,52.9,0
108,2012-06-19 00:37,23.1,2.1,994.7,53,0
108,2012-06-19 00:38,23.1,2.1,994.7,52.9,0
108,2012-06-19 00:39,23.1,2.3,994.8,52.5,0
108,2012-06-19 00:40,23.1,2.7,994.8,52.5,0
108,2012-06-19 00:41,23.2,2.4,994.8,52.3,0
108,2012-06-19 00:42,23.2,1.5,994.8,52.3,0
108,2012-06-19 00:43,23.2,1.4,994.8,52.4,0
108,2012-06-19 00:44,23.2,1.4,994.7,52.6,0
108,2012-06-19 00:45,23.1,1.9,994.7,52.6,0
108,2012-06-19 00:46,23.1,1.4,994.7,52.6,0
108,2012-06-19 00:47,23.2,2.1,994.6,52.6,0
108,2012-06-19 00:48,23.1,2,994.6,52.4,0
108,2012-06-19 00:49,23.1,1.2,994.6,52.9,0
108,2012-06-19 00:50,23.1,1,994.6,53,0
108,2012-06-19 00:51,23.1,1.2,994.6,53.1,0
108,2012-06-19 00:52,23.1,1.3,994.5,53.2,0
108,2012-06-19 00:53,23,2.1,994.5,53.2,0
108,2012-06-19 00:54,23,1.9,994.5,53.2,0
108,2012-06-19 00:55,23,2.8,994.5,53.3,0
108,2012-06-19 00:56,23,3.1,994.4,53.3,0
108,2012-06-19 00:57,23,3.3,994.4,53.4,0
108,2012-06-19 00:58,23,2.4,994.4,53.4,0
108,2012-06-19 00:59,23,2.9,994.4,53.4,0
108,2012-06-19 01:00,23,1.7,994.4,53.6,0
108,2012-06-19 01:01,23,1.8,994.4,53.8,0
108,2012-06-19 01:02,23,1.8,994.4,53.9,0
108,2012-06-19 01:03,23,2.1,994.4,54,0
108,2012-06-19 01:04,23,2.2,994.4,54.1,0
108,2012-06-19 01:05,23,2.6,994.4,54.2,0
108,2012-06-19 01:06,22.9,2.9,994.4,54.4,0
108,2012-06-19 01:07,22.9,2.4,994.4,54.6,0
108,2012-06-19 01:08,22.9,1.3,994.4,54.7,0
108,2012-06-19 01:09,22.9,1.6,994.4,54.8,0
108,2012-06-19 01:10,22.9,1.5,994.3,54.8,0
108,2012-06-19 01:11,22.8,1.9,994.3,54.9,0
108,2012-06-19 01:12,22.8,2.1,994.3,55.1,0
108,2012-06-19 01:13,22.8,2,994.3,55.2,0
108,2012-06-19 01:14,22.8,1.6,994.3,55.2,0
108,2012-06-19 01:15,22.8,1.2,994.3,55.3,0
108,2012-06-19 01:16,22.8,1.4,994.3,55.4,0
108,2012-06-19 01:17,22.8,2.3,994.3,55.6,0
108,2012-06-19 01:18,22.8,2.2,994.3,55.7,0
108,2012-06-19 01:19,22.8,1.5,994.3,55.8,0
108,2012-06-19 01:20,22.8,1.6,994.3,55.9,0
108,2012-06-19 01:21,22.8,1.4,994.4,56.2,0
108,2012-06-19 01:22,22.8,1.5,994.4,56.4,0
