지점,일시,기온(°C),풍속(m/s),현지기압(hPa),습도(%),일사(MJ/m^2)
108,2012-12-01 00:01,-3,,1016.9,64.8,0
108,2012-12-01 00:02,-3,,1016.9,64.5,0
108,2012-12-01 00:03,-3,,1017,64.2,0
108,2012-12-01 00:04,-3,,1017,64.3,0
108,2012-12-01 00:05,-3,,1017,64.3,0
108,2012-12-01 00:06,-3,,1017,64.3,0
108,2012-12-01 00:07,-3,,1017,63.9,0
108,2012-12-01 00:08,-3.1,,1017,63.6,0
108,2012-12-01 00:09,-3.1,,1017,64,0
108,2012-12-01 00:10,-3.1,,1017,64.3,0
108,2012-12-01 00:11,-3.1,,1017,64.3,0
108,2012-12-01 00:12,-3.1,,1017,64.3,0
108,2012-12-01 00:13,-3.1,,1016.9,64.5,0
108,2012-12-01 00:14,-3.1,,1016.9,64.9,0
108,2012-12-01 00:15,-3.1,,1016.9,65.1,0
108,2012-12-01 00:16,-3.2,,1016.9,65.1,0
108,2012-12-01 00:17,-3.2,,1017,65.4,0
108,2012-12-01 00:18,-3.2,,1017.1,65.2,0
108,2012-12-01 00:19,-3.2,,1017.1,64.1,0
108,2012-12-01 00:20,-3.2,,1017.1,64,0
108,2012-12-01 00:21,-3.2,,1017.2,64.3,0
108,2012-12-01 00:22,-3.3,,1017.2,64.4,0
108,2012-12-01 00:23,-3.3,,1017.2,64.5,0
108,2012-12-01 00:24,-3.3,,1017.2,64.5,0
108,2012-12-01 00:25,-3.3,,1017.2,64.6,0
108,2012-12-01 00:26,-3.3,,1017.2,64.2,0
108,2012-12-01 00:27,-3.3,,1017.2,64.6,0
108,2012-12-01 00:28,-3.3,,1017.2,64.8,0
108,2012-12-01 00:29,-3.3,,1017.2,64.9,0
108,2012-12-01 00:30,-3.3,,1017.2,65.2,0
108,2012-12-01 00:31,-3.3,,1017.2,65.3,0
108,2012-12-01 00:32,-3.3,,1017.1,65.4,0
108,2012-12-01 00:33,-3.3,,1017.1,65.7,0
108,2012-12-01 00:34,-3.3,,1017.1,65.9,0
108,2012-12-01 00:35,-3.4,,1017.1,65.8,0
108,2012-12-01 00:36,-3.4,,1017.1,65.8,0
108,2012-12-01 00:37,-3.4,,1017,65.8,0
108,2012-12-01 00:38,-3.5,,1017,65.5,0
108,2012-12-01 00:39,-3.5,,1017,65.5,0
108,2012-12-01 00:40,-3.5,,1017,65.6,0
108,2012-12-01 00:41,-3.5,,1017,65.5,0
108,2012-12-01 00:42,-3.5,,1017,65.7,0
108,2012-12-01 00:43,-3.5,,1017,65.8,0
108,2012-12-01 00:44,-3.5,,1017,65.9,0
108,2012-12-01 00:45,-3.6,,1017,65.9,0
108,2012-12-01 00:46,-3.6,,1017,66.1,0
108,2012-12-01 00:47,-3.6,,1017,65.8,0
108,2012-12-01 00:48,-3.6,,1017.1,65.8,0
108,2012-12-01 00:49,-3.6,,1017.1,66.1,0
108,2012-12-01 00:50,-3.6,,1017.1,65.7,0
108,2012-12-01 00:51,-3.6,,1017.2,65.5,0
108,2012-12-01 00:52,-3.6,,1017.2,65.3,0
108,2012-12-01 00:53,-3.6,,1017.2,64.8,0
108,2012-12-01 00:54,-3.7,,1017.2,64.5,0
108,2012-12-01 00:55,-3.7,,1017.2,64.4,0
108,2012-12-01 00:56,-3.7,,1017.2,64,0
108,2012-12-01 00:57,-3.7,,1017.3,64.3,0
108,2012-12-01 00:58,-3.7,,1017.3,64.4,0
108,2012-12-01 00:59,-3.7,,1017.2,64.4,0
108,2012-12-01 01:00,-3.7,,1017.2,64.6,0
108,2012-12-01 01:01,-3.7,,1017.3,64.6,0
108,2012-12-01 01:02,-3.7,,1017.3,65,0
108,2012-12-01 01:03,-3.6,,1017.3,64.7,0
108,2012-12-01 01:04,-3.6,,1017.3,64.3,0
108,2012-12-01 01:05,-3.7,,1017.3,64.3,0
108,2012-12-01 01:06,-3.7,,1017.3,64,0
108,2012-12-01 01:07,-3.7,,1017.3,64.5,0
108,2012-12-01 01:08,-3.7,,1017.3,64.3,0
108,2012-12-01 01:09,-3.7,,1017.3,64.5,0
108,2012-12-01 01:10,-3.7,,1017.3,64.6,0
108,2012-12-01 01:11,-3.7,,1017.3,64.6,0
108,2012-12-01 01:12,-3.7,,1017.3,65,0
108,2012-12-01 01:13,-3.7,,1017.3,63.6,0
108,2012-12-01 01:14,-3.7,,1017.3,62.7,0
108,2012-12-01 01:15,-3.7,,1017.3,62.1,0
108,2012-12-01 01:16,-3.7,,1017.3,61.3,0
108,2012-12-01 01:17,-3.7,,1017.4,61.9,0
108,2012-12-01 01:18,-3.7,,1017.3,61.5,0
108,2012-12-01 01:19,-3.7,,1017.4,61.9,0
108,2012-12-01 01:20,-3.7,,1017.4,62.7,0
108,2012-12-01 01:21,-3.7,,1017.5,62.1,0
108,2012-12-01 01:22,-3.8,,1017.5,62.2,0
108,2012-12-01 01:23,-3.8,,1017.5,62.5,0
108,2012-12-01 01:24,-3.8,,1017.5,62.7,0
108,2012-12-01 01:25,-3.8,,1017.5,62.5,0
108,2012-12-01 01:26,-3.8,,1017.5,62.3,0
108,2012-12-01 01:27,-3.8,,1017.5,62,0
108,2012-12-01 01:28,-3.8,,1017.5,62.3,0
108,2012-12-01 01:29,-3.8,,1017.6,62.7,0
108,2012-12-01 01:30,-3.8,,1017.6,62.7,0
108,2012-12-01 01:31,-3.8,,1017.6,63,0
108,2012-12-01 01:32,-3.8,,1017.6,63.1,0
108,2012-12-01 01:33,-3.8,,1017.7,62.7,0
108,2012-12-01 01:34,-3.8,,1017.7,63,0
108,2012-12-01 01:35,-3.8,,1017.7,63.6,0
108,2012-12-01 01:36,-3.8,,1017.7,63.8,0
108,2012-12-01 01:37,-3.8,,1017.7,63.6,0
108,2012-12-01 01:38,-3.9,,1017.8,63.9,0
108,2012-12-01 01:39,-3.9,,1017.8,63.6,0
108,2012-12-01 01:40,-3.9,,1017.8,63.5,0
108,2012-12-01 01:41,-3.9,,1017.9,63.6,0
108,2012-12-01 01:42,-3.9,,1017.8,63.2,0
108,2012-12-01 01:43,-4,,1017.8,62.8,0
108,2012-12-01 01:44,-4,,1017.8,63.4,0
108,2012-12-01 01:45,-4,,1017.8,63.5,0
108,2012-12-01 01:46,-4,,1017.8,62.7,0
108,2012-12-01 01:47,-4,,1017.9,62.8,0
108,2012-12-01 01:48,-4,,1017.9,62.7,0
108,2012-12-01 01:49,-4,,1017.9,62.9,0
108,2012-12-01 01:50,-4,,1018,63.2,0
108,2012-12-01 01:51,-4,,1018,63.1,0
108,2012-12-01 01:52,-4,,1018,63.2,0
108,2012-12-01 01:53,-4.1,,1018,63.4,0
108,2012-12-01 01:54,-4.1,,1018,63.4,0
108,2012-12-01 01:55,-4,,1018,63,0
108,2012-12-01 01:56,-4.1,,1018.1,62,0
