지점,일시,기온(°C),풍속(m/s),현지기압(hPa),습도(%),일사(MJ/m^2)
108,2012-07-04 00:01,23.3,3.1,991.9,87.1,0
108,2012-07-04 00:02,23.3,3.1,991.9,87.1,0
108,2012-07-04 00:03,23.3,2.4,991.9,87.1,0
108,2012-07-04 00:04,23.3,1.9,991.9,87.1,0
108,2012-07-04 00:05,23.3,1.5,991.9,87.2,0
108,2012-07-04 00:06,23.3,1.5,991.9,87.3,0
108,2012-07-04 00:07,23.3,1.2,991.9,87.4,0
108,2012-07-04 00:08,23.3,1.5,991.9,87.4,0
108,2012-07-04 00:09,23.2,1.2,991.9,87.5,0
108,2012-07-04 00:10,23.2,1.2,991.9,87.5,0
108,2012-07-04 00:11,23.2,1,991.9,87.5,0
108,2012-07-04 00:12,23.2,1.5,991.9,87.5,0
108,2012-07-04 00:13,23.2,1.4,991.8,87.5,0
108,2012-07-04 00:14,23.2,1.8,991.8,87.7,0
108,2012-07-04 00:15,23.2,2.1,991.8,87.9,0
108,2012-07-04 00:16,23.2,2.2,991.8,88.1,0
108,2012-07-04 00:17,23.2,2.9,991.8,88.2,0
108,2012-07-04 00:18,23.2,2.8,991.8,88.3,0
108,2012-07-04 00:19,23.2,2.9,991.8,88.4,0
108,2012-07-04 00:20,23.1,2.4,991.8,88.4,0
108,2012-07-04 00:21,23.1,2.2,991.8,88.5,0
108,2012-07-04 00:22,23.1,2.1,991.8,88.6,0
108,2012-07-04 00:23,23.1,2.5,991.8,88.6,0
108,2012-07-04 00:24,23.1,2.2,991.8,88.6,0
108,2012-07-04 00:25,23.1,2.1,991.8,88.7,0
108,2012-07-04 00:26,23.1,2.6,991.8,88.7,0
108,2012-07-04 00:27,23.1,2.6,991.8,88.7,0
108,2012-07-04 00:28,23.1,2.4,991.8,88.8,0
108,2012-07-04 00:29,23.1,1.8,991.8,88.8,0
108,2012-07-04 00:30,23.1,2.1,991.8,88.9,0
108,2012-07-04 00:31,23.1,2.1,991.8,88.9,0
108,2012-07-04 00:32,23.1,2.2,991.8,89,0
108,2012-07-04 00:33,23.1,2.5,991.7,89,0
108,2012-07-04 00:34,23.1,2.5,991.7,89.1,0
108,2012-07-04 00:35,23,2.4,991.7,89.1,0
108,2012-07-04 00:36,23.1,2.6,991.7,89.2,0
108,2012-07-04 00:37,23,2.3,991.7,89.3,0
