지점,일시,기온(°C),풍속(m/s),현지기압(hPa),습도(%),일사(MJ/m^2)
108,2012-11-15 00:01,1.6,1.1,1011.7,62.6,0
108,2012-11-15 00:02,1.6,1,1011.7,62.7,0
108,2012-11-15 00:03,1.6,1.3,1011.8,62.7,0
108,2012-11-15 00:04,1.6,1.5,1011.8,62.6,0
108,2012-11-15 00:05,1.5,1.7,1011.8,62.7,0
108,2012-11-15 00:06,1.5,2.3,1011.8,62.7,0
108,2012-11-15 00:07,1.5,1.9,1011.8,62.8,0
108,2012-11-15 00:08,1.5,1.5,1011.9,62.8,0
108,2012-11-15 00:09,1.5,1.2,1011.9,62.7,0
108,2012-11-15 00:10,1.5,1.3,1011.9,62.5,0
108,2012-11-15 00:11,1.5,1.8,1011.9,62.9,0
108,2012-11-15 00:12,1.5,1.6,1012,63.3,0
108,2012-11-15 00:13,1.5,.4,1012,63.1,0
108,2012-11-15 00:14,1.5,1.3,1012,63,0
108,2012-11-15 00:15,1.5,1.4,1012,62.9,0
108,2012-11-15 00:16,1.5,1.1,1012,63.4,0
108,2012-11-15 00:17,1.5,.9,1012,63.2,0
108,2012-11-15 00:18,1.5,1.3,1012,63.1,0
108,2012-11-15 00:19,1.5,1.1,1012.1,63.5,0
108,2012-11-15 00:20,1.4,.6,1012,63.9,0
108,2012-11-15 00:21,1.4,.7,1012,63.7,0
108,2012-11-15 00:22,1.4,.5,1012.1,64.4,0
108,2012-11-15 00:23,1.4,.7,1012.1,64.3,0
108,2012-11-15 00:24,1.4,.4,1012.1,64.1,0
108,2012-11-15 00:25,1.4,1,1012.1,64.3,0
108,2012-11-15 00:26,1.4,.6,1012.1,64.3,0
108,2012-11-15 00:27,1.4,1.2,1012.1,64.6,0
108,2012-11-15 00:28,1.4,2,1012.1,64.9,0
108,2012-11-15 00:29,1.4,1.9,1012.1,64.8,0
108,2012-11-15 00:30,1.5,1.8,1012.1,64.4,0
108,2012-11-15 00:31,1.5,1,1012.1,63.9,0
108,2012-11-15 00:32,1.5,1.1,1012.1,64,0
108,2012-11-15 00:33,1.5,1.4,1012.1,64.2,0
108,2012-11-15 00:34,1.4,2.3,1012.1,64.6,0
108,2012-11-15 00:35,1.4,1.6,1012,64.5,0
108,2012-11-15 00:36,1.4,1.3,1012,64.3,0
108,2012-11-15 00:37,1.4,1.7,1012,64.3,0
108,2012-11-15 00:38,1.4,2.4,1012,64.9,0
108,2012-11-15 00:39,1.4,2,1012,65.1,0
108,2012-11-15 00:40,1.3,2.2,1012,65,0
108,2012-11-15 00:41,1.3,2.1,1012,64.8,0
108,2012-11-15 00:42,1.3,1.8,1012,65,0
108,2012-11-15 00:43,1.3,1.6,1012,64.9,0
108,2012-11-15 00:44,1.3,1.6,1012,64.8,0
108,2012-11-15 00:45,1.4,1.4,1012,65,0
108,2012-11-15 00:46,1.4,.9,1012,64.7,0
108,2012-11-15 00:47,1.4,1.3,1012,64.7,0
108,2012-11-15 00:48,1.4,1.4,1012,65.2,0
108,2012-11-15 00:49,1.3,1.5,1012,65.5,0
108,2012-11-15 00:50,1.3,2,1012,65.4,0
108,2012-11-15 00:51,1.3,1.8,1012,65.5,0
108,2012-11-15 00:52,1.3,2,1012,65.9,0
108,2012-11-15 00:53,1.3,2.3,1012,65.7,0
108,2012-11-15 00:54,1.3,2.3,1012,65.1,0
108,2012-11-15 00:55,1.4,2.4,1012,64.6,0
108,2012-11-15 00:56,1.4,1.9,1012,64.3,0
108,2012-11-15 00:57,1.4,1.5,1012,64.2,0
108,2012-11-15 00:58,1.4,1.6,1012,63.9,0
108,2012-11-15 00:59,1.4,2.1,1012.1,64,0
108,2012-11-15 01:00,1.4,2.9,1012.1,63.6,0
108,2012-11-15 01:01,1.5,2.4,1012.1,63.6,0
108,2012-11-15 01:02,1.5,2.2,1012.1,63.5,0
108,2012-11-15 01:03,1.5,1.9,1012.1,64,0
108,2012-11-15 01:04,1.4,1.8,1012,64.5,0
108,2012-11-15 01:05,1.4,1.9,1012,64.9,0
108,2012-11-15 01:06,1.3,2.3,1012.1,65.3,0
108,2012-11-15 01:07,1.3,2,1012.1,65.6,0
108,2012-11-15 01:08,1.2,2.1,1012.1,65.8,0
108,2012-11-15 01:09,1.2,2.1,1012.1,65.8,0
108,2012-11-15 01:10,1.2,2.4,1012.1,66,0
108,2012-11-15 01:11,1.2,2.1,1012.1,66,0
108,2012-11-15 01:12,1.2,1.8,1012.1,65.7,0
108,2012-11-15 01:13,1.2,1.9,1012.1,65.6,0
108,2012-11-15 01:14,1.3,2.3,1012.2,65.4,0
108,2012-11-15 01:15,1.3,2.5,1012.1,65.3,0
108,2012-11-15 01:16,1.2,2.5,1012.1,65.4,0
108,2012-11-15 01:17,1.2,1.9,1012.2,65.6,0
108,2012-11-15 01:18,1.2,2.4,1012.2,65.7,0
108,2012-11-15 01:19,1.2,2.4,1012.1,65.6,0
108,2012-11-15 01:20,1.2,2.5,1012.1,65.7,0
108,2012-11-15 01:21,1.2,2.7,1012.1,65.7,0
108,2012-11-15 01:22,1.2,2.4,1012.1,65.7,0
108,2012-11-15 01:23,1.2,2.6,1012.1,65.4,0
108,2012-11-15 01:24,1.3,2.4,1012.2,65.2,0
108,2012-11-15 01:25,1.3,1.7,1012.2,65.2,0
108,2012-11-15 01:26,1.3,1.6,1012.2,65.1,0
108,2012-11-15 01:27,1.3,1.3,1012.2,65.2,0
108,2012-11-15 01:28,1.2,.7,1012.3,65.3,0
108,2012-11-15 01:29,1.2,1.2,1012.3,65.6,0
108,2012-11-15 01:30,1.2,1.2,1012.3,65.6,0
108,2012-11-15 01:31,1.2,.5,1012.4,65.6,0
108,2012-11-15 01:32,1.2,.9,1012.4,66.2,0
108,2012-11-15 01:33,1.2,2,1012.4,66.4,0
108,2012-11-15 01:34,1.2,1.8,1012.4,66,0
108,2012-11-15 01:35,1.2,2.3,1012.4,65.6,0
108,2012-11-15 01:36,1.2,2.1,1012.4,65.5,0
108,2012-11-15 01:37,1.2,1.5,1012.4,65,0
108,2012-11-15 01:38,1.2,1.8,1012.4,64.8,0
108,2012-11-15 01:39,1.2,1.3,1012.4,64.9,0
108,2012-11-15 01:40,1.2,1.1,1012.4,65.2,0
