지점,일시,기온(°C),풍속(m/s),현지기압(hPa),습도(%),일사(MJ/m^2)
108,2013-01-05 00:01,-10.6,1.5,1018.3,53.2,0
108,2013-01-05 00:02,-10.6,1.6,1018.3,53.6,0
108,2013-01-05 00:03,-10.6,1.8,1018.3,53.6,0
108,2013-01-05 00:04,-10.7,1.9,1018.3,53.8,0
108,2013-01-05 00:05,-10.7,2.3,1018.3,54.1,0
108,2013-01-05 00:06,-10.7,2.4,1018.3,53.9,0
108,2013-01-05 00:07,-10.7,2.2,1018.3,53.8,0
108,2013-01-05 00:08,-10.7,2.3,1018.3,54.1,0
108,2013-01-05 00:09,-10.6,1.7,1018.2,53.8,0
108,2013-01-05 00:10,-10.6,1.7,1018.2,53.6,0
108,2013-01-05 00:11,-10.6,2.1,1018.3,53,0
108,2013-01-05 00:12,-10.6,2.2,1018.3,51.8,0
108,2013-01-05 00:13,-10.6,2.2,1018.3,51.2,0
108,2013-01-05 00:14,-10.6,1.9,1018.3,51.9,0
108,2013-01-05 00:15,-10.6,2.5,1018.2,52.2,0
108,2013-01-05 00:16,-10.6,2.5,1018.2,52.4,0
108,2013-01-05 00:17,-10.6,2.3,1018.2,52.4,0
108,2013-01-05 00:18,-10.7,2.5,1018.2,53.1,0
108,2013-01-05 00:19,-10.7,2.8,1018.2,52.8,0
108,2013-01-05 00:20,-10.6,2.8,1018.2,52.3,0
108,2013-01-05 00:21,-10.6,2.2,1018.2,52.8,0
108,2013-01-05 00:22,-10.7,2.5,1018.1,53.5,0
108,2013-01-05 00:23,-10.7,2.1,1018.1,53.3,0
108,2013-01-05 00:24,-10.6,2.1,1018.1,53,0
108,2013-01-05 00:25,-10.6,2.3,1018.1,53.3,0
108,2013-01-05 00:26,-10.6,1.9,1018.1,53.3,0
108,2013-01-05 00:27,-10.6,1.7,1018.1,53.8,0
108,2013-01-05 00:28,-10.6,1.3,1018.1,53.7,0
108,2013-01-05 00:29,-10.6,1.5,1018.1,53.2,0
108,2013-01-05 00:30,-10.6,1.3,1018.1,52.7,0
108,2013-01-05 00:31,-10.6,.9,1018,52.8,0
108,2013-01-05 00:32,-10.6,.8,1018,52.8,0
108,2013-01-05 00:33,-10.6,.6,1018,52.8,0
108,2013-01-05 00:34,-10.6,.9,1018,53.1,0
108,2013-01-05 00:35,-10.6,.7,1018,53.4,0
108,2013-01-05 00:36,-10.6,.6,1018,53.3,0
108,2013-01-05 00:37,-10.6,.4,1018,52.5,0
108,2013-01-05 00:38,-10.6,.1,1018,51.4,0
108,2013-01-05 00:39,-10.6,0,1018,52.3,0
108,2013-01-05 00:40,-10.6,.5,1018,53.2,0
108,2013-01-05 00:41,-10.7,.8,1018,53.9,0
108,2013-01-05 00:42,-10.7,.4,1018,54,0
108,2013-01-05 00:43,-10.8,.7,1018,54,0
108,2013-01-05 00:44,-10.8,1.2,1018,53.9,0
108,2013-01-05 00:45,-10.8,1.2,1017.9,53.8,0
108,2013-01-05 00:46,-10.9,.9,1017.9,54.3,0
108,2013-01-05 00:47,-10.9,.7,1017.9,54,0
108,2013-01-05 00:48,-10.8,.8,1017.9,53.7,0
108,2013-01-05 00:49,-10.8,.6,1017.9,53.8,0
108,2013-01-05 00:50,-10.9,.4,1017.8,54,0
108,2013-01-05 00:51,-10.9,.4,1017.8,53.6,0
108,2013-01-05 00:52,-10.9,.5,1017.8,53.5,0
108,2013-01-05 00:53,-10.9,.9,1017.8,53.6,0
108,2013-01-05 00:54,-10.9,.8,1017.8,53.6,0
108,2013-01-05 00:55,-10.9,1.1,1017.9,53.6,0
108,2013-01-05 00:56,-10.9,1.3,1017.8,53.6,0
108,2013-01-05 00:57,-10.9,1.2,1017.8,53.6,0
108,2013-01-05 00:58,-10.9,1.3,1017.8,53.7,0
