지점,일시,기온(°C),풍속(m/s),현지기압(hPa),습도(%),일사(MJ/m^2)
108,2012-07-10 00:01,25.7,1.6,996.1,73.5,0
108,2012-07-10 00:02,25.7,1.9,996.1,73.7,0
108,2012-07-10 00:03,25.7,1.3,996.1,73.6,0
108,2012-07-10 00:04,25.7,1.2,996.1,73.4,0
108,2012-07-10 00:05,25.7,1.5,996.1,73.4,0
108,2012-07-10 00:06,25.7,1.6,996.1,73.6,0
108,2012-07-10 00:07,25.7,2.1,996.1,73.7,0
108,2012-07-10 00:08,25.7,1.7,996.1,73.9,0
108,2012-07-10 00:09,25.6,2.1,996.2,74.1,0
108,2012-07-10 00:10,25.6,1.8,996.2,74.1,0
108,2012-07-10 00:11,25.6,2.1,996.2,74.2,0
108,2012-07-10 00:12,25.6,2,996.2,74.1,0
108,2012-07-10 00:13,25.6,2.3,996.2,74.1,0
108,2012-07-10 00:14,25.6,2.1,996.2,74.3,0
108,2012-07-10 00:15,25.6,1.9,996.2,74.3,0
108,2012-07-10 00:16,25.6,2,996.2,74.2,0
108,2012-07-10 00:17,25.6,1.7,996.1,74.3,0
108,2012-07-10 00:18,25.6,1.4,996.1,74.3,0
108,2012-07-10 00:19,25.5,1.2,996.1,74.4,0
108,2012-07-10 00:20,25.5,1.3,996.1,74.4,0
108,2012-07-10 00:21,25.5,1.4,996.1,74.4,0
108,2012-07-10 00:22,25.5,1.6,996.1,74.5,0
108,2012-07-10 00:23,25.5,1.3,996.1,74.6,0
108,2012-07-10 00:24,25.5,.6,996.1,74.2,0
108,2012-07-10 00:25,25.5,1,996.1,74.3,0
108,2012-07-10 00:26,25.5,.9,996.1,74.3,0
108,2012-07-10 00:27,25.5,1.3,996.1,74.4,0
108,2012-07-10 00:28,25.5,1.3,996.1,74.4,0
108,2012-07-10 00:29,25.5,1.1,996,74.4,0
108,2012-07-10 00:30,25.5,1.5,996,74.5,0
108,2012-07-10 00:31,25.5,1.2,996,74.6,0
108,2012-07-10 00:32,25.4,1.7,996,74.4,0
