년,월,일,요일,휴일여부,평균기온(°C),최저기온(°C),최고기온(°C),평균 풍속(m/s),평균 상대습도(%),평균 증기압(hPa),합계 일사(MJ/m2),최대전력(MW)
2008,6,6,5,1,16.7,14.6,19.9,3.1,77.5,14.6,14.39,46629
2008,6,7,6,1,19.1,15.7,24.3,2.1,71.6,15.5,15.85,44884
2008,6,8,7,1,18.9,16,25.1,1.7,78.3,16.6,12.53,42900
2008,6,9,1,0,21,15.6,27,1.9,71,17.1,23.28,52099
2008,6,10,2,0,22.7,19.1,28.1,2.2,68.3,18.4,21.34,53545
2008,6,11,3,0,24.5,19.7,29.4,2.5,48.8,14.1,22.94,53566
2008,6,12,4,0,23.3,18.7,29,2.2,57.1,15.9,26.12,54429
2008,6,13,5,0,21.5,17.4,27.6,2.5,76.1,19,20.68,54109
2008,6,14,6,1,23.9,19.2,28.9,2.8,62.8,18.1,22,48565
2008,6,15,7,1,22.5,18.7,27.4,3.8,52.9,14.2,27.8,43806
2008,6,16,1,0,23,16.2,28.6,2.9,38,10.2,25.61,52061
2008,6,17,2,0,22.6,17.8,25.7,2.7,58.6,15.9,7.59,52241
2008,6,18,3,0,19.1,17.4,22,3.4,92.5,20.5,1.12,52571
2008,6,19,4,0,20.3,17.5,24.1,2.2,80.9,19.1,11.01,52780
2008,6,20,5,0,24.3,18.5,29.6,1.7,67.8,19.9,23.14,54719
2008,6,21,6,1,24.6,22,28.2,3.1,61,18.5,12.96,49383
2008,6,22,7,1,22.6,17.7,27.4,3.3,65.3,17.6,17.85,44551
2008,6,23,1,0,22.8,18,27.1,3,48.6,13,22.05,53081
2008,6,24,2,0,23.4,19.2,27.6,2.6,49.8,14.2,23.1,53570
2008,6,25,3,0,23.6,19.4,28.6,2.6,58.4,16.7,22.38,54365
2008,6,26,4,0,23.3,19.6,28.8,2.9,61.1,17.1,23.6,54934
2008,6,27,5,0,23.7,19.8,28.7,2.1,62.9,17.9,20.61,55504
2008,6,28,6,1,22.6,20.1,25.4,1.9,72.9,19.9,6.93,49013
2008,6,29,7,1,22.1,18.5,27.4,3.2,68.3,17.8,17.77,44366
2008,6,30,1,0,22.5,18.6,27.3,2.7,65.9,17.8,14.57,53872
2008,7,1,2,0,24.8,20.2,29.3,1.6,64.6,19.9,16.54,54770
2008,7,2,3,0,22.4,21.1,24.5,3.1,82.8,22.1,1.29,54465
2008,7,3,4,0,21.9,20.5,25.1,3.8,83.8,21.8,9.5,55081
2008,7,4,5,0,24.3,21.8,27.2,2.3,80.4,24.3,3.9,57398
2008,7,5,6,1,24.5,22,28,1.7,84.8,25.9,6.74,51356
2008,7,6,7,1,25.5,23.9,28.4,3.2,82.4,26.7,5.84,48583
2008,7,7,1,0,24.7,22.5,27.5,2,87.5,27.1,5.84,60234
2008,7,8,2,0,27.6,23.8,32.8,2.1,71.4,25.8,22.19,62248
2008,7,9,3,0,27.5,22.8,32.9,2.5,66.4,23.8,27.72,62478
2008,7,10,4,0,26.3,23.2,30.5,2.2,67.3,22.7,17.06,61343
2008,7,11,5,0,27,23.7,30,1.9,65,23,13.35,61017
2008,7,12,6,1,24.5,22,27.7,2.5,84.4,25.7,4.31,52976
2008,7,13,7,1,25.8,22.9,29.7,2.6,75.8,24.8,18.57,49076
2008,7,14,1,0,27.3,22.6,31.7,2,70.6,25.1,15.38,62466
2008,7,15,2,0,28.1,25.6,31.2,2.5,68.9,25.8,15.24,62794
2008,7,16,3,0,24.8,22.3,27.2,3.8,82.4,25.6,3.09,60383
2008,7,17,4,0,25.3,21.2,30.3,2.4,71.5,22.6,22.96,60563
2008,7,18,5,0,26.2,22.8,30.1,2,67.6,22.7,14.54,61548
2008,7,19,6,1,23.8,22.8,25.7,2.3,89,26.1,1.57,53759
2008,7,20,7,1,24.7,23,28.4,2.8,89,27.6,8,48457
2008,7,21,1,0,23,21.4,24.1,4.3,84.5,23.6,4.5,57926
2008,7,22,2,0,24.7,22.3,28.4,2.9,76.3,23.4,15.05,57800
2008,7,23,3,0,23.8,21.8,26.5,1.8,83,24.4,4.85,58277
2008,7,24,4,0,22.4,20.8,25,2.7,93.8,25.4,0.44,58152
2008,7,25,5,0,23.1,22,25.9,3.3,88,24.8,6.77,56714
2008,7,26,6,1,22.2,20.7,23.8,2.9,89.5,23.8,5.04,49984
2008,7,27,7,1,25.1,22.1,28.3,1.7,79.4,25.1,7.95,47876
2008,7,28,1,0,26.9,23.9,31.2,1.5,71.6,24.9,16.43,58289
2008,7,29,2,0,28,24.7,32.3,2.2,70.3,26.1,22.66,59775
2008,7,30,3,0,26.1,24.8,28.3,1.5,78.1,26.2,9.34,56464
2008,7,31,4,0,26.7,24.1,29.5,1.7,78.6,27.2,9.57,55427
2008,8,1,5,0,27.7,25.6,31.2,4.1,72.4,26.5,10.82,53939
2008,8,2,6,1,26.1,25,28.4,4.9,85.4,28.7,4.06,47745
2008,8,3,7,1,25.5,22.2,29.8,3.1,78.6,25.2,18.32,46960
2008,8,4,1,0,25.5,21,31.4,1.4,66.6,21,18.32,55879
2008,8,5,2,0,26.3,21.8,30.7,1.7,68.3,22.9,18.7,57858
2008,8,6,3,0,27.8,22.4,32.9,1.8,65.8,23.9,22.13,58157
2008,8,7,4,0,28.7,24.2,33.4,1.8,57.9,22,22.82,58978
2008,8,8,5,0,30,25.2,35.4,1.9,56.6,23.4,21.57,60439
2008,8,9,6,1,28,25.6,32.6,1.9,69.4,25.8,16.85,55237
2008,8,10,7,1,30.1,25.3,34.5,2.1,59.8,24.7,23.86,52291
2008,8,11,1,0,28.2,26,32.4,2.1,67.3,25.4,13.1,62511
2008,8,12,2,0,25.3,23.1,28.9,2.3,83.6,26.6,8.98,61263
2008,8,13,3,0,27,23.7,31.5,1.9,79.6,27.9,14.88,61271
2008,8,14,4,0,27.3,24.9,31.5,2.8,73,26.1,18.25,61297
2008,8,15,5,1,25.7,21.9,29.6,2.2,76.8,25.1,9.06,53341
2008,8,16,6,1,21.7,19.9,23.5,3,79.4,20.4,7.95,47768
2008,8,17,7,1,24.2,20.8,27.4,2.5,66.5,20,13.02,45791
2008,8,18,1,0,22.9,20.3,25,3.7,86.5,24.1,3.05,56804
2008,8,19,2,0,23.9,21.8,27.6,4.2,70,20.4,20.75,55990
2008,8,20,3,0,23.1,20.3,27.4,2.2,71.5,19.9,11.15,55810
2008,8,21,4,0,23.4,18.6,28.6,3.1,52.8,14.9,24.37,54501
2008,8,22,5,0,17.9,16.3,22.2,4.1,89.9,18.3,1.34,52535
2008,8,23,6,1,21.5,18.2,25.3,1.6,79.9,20.2,10.78,48272
2008,8,24,7,1,23.6,18.7,28.2,1.9,67,19.3,20.12,45618
2008,8,25,1,0,24.4,21,28.4,1.8,71.5,21.5,15.83,55985
2008,8,26,2,0,24,20.9,28.4,2.7,56,16.5,20.61,55634
2008,8,27,3,0,24,18.6,28.2,2.2,60.3,17.6,20.06,55526
2008,8,28,4,0,24.6,19.6,29.4,2.3,64.6,19.6,23.12,56509
2008,8,29,5,0,25.2,20.2,30.6,1.4,66.5,20.7,17.71,57413
2008,8,30,6,1,25.7,21.3,30.9,2.1,56,17.8,21.7,50791
2008,8,31,7,1,25.2,21.1,29,2.5,53.4,16.5,20.29,46536
2008,9,1,1,0,19.7,17.7,23.5,3.5,89.3,20.3,1,55319
2008,9,2,2,0,21.9,17.6,26.9,2.2,74.1,19.1,15.54,54917
2008,9,3,3,0,23.2,18.3,28.5,1.5,68.9,19,19.31,56596
2008,9,4,4,0,24,20.4,28.4,2,62.6,18.1,16.79,55735
2008,9,5,5,0,22.6,21.2,24.7,1.7,69.4,18.9,7.08,55678
2008,9,6,6,1,24.2,18.9,30.2,1.6,61.6,17.9,20.41,50723
2008,9,7,7,1,25.2,19.8,30.6,1.6,65.9,20.6,18.76,47856
2008,9,8,1,0,25.4,21.3,31.1,1.7,64.8,20.4,17.87,58219
2008,9,9,2,0,24.9,20.8,29.7,1.9,64.6,20.1,15.31,58222
2008,9,10,3,0,24.3,20.1,29.7,2.3,67.5,19.8,17.41,57585
2008,9,11,4,0,21.9,19.9,23.8,1.4,78.9,20.7,5.09,56543
2008,9,12,5,0,24.1,20.8,29.2,1.7,63,18.3,16.63,53880
2008,9,13,6,1,23.3,17.7,29.5,1.6,59.6,16.4,20.27,40415
2008,9,14,7,1,24.4,19.8,30.2,2,60.5,18.1,18.5,36649
2008,9,15,1,1,25.1,21.6,29.9,1.8,60.3,18.9,15.4,40474
2008,9,16,2,0,24.4,18.6,30.8,1.5,60.1,17.5,18.99,48715
2008,9,17,3,0,25.1,19.2,32,1.5,49.3,14.5,17.94,55954
2008,9,18,4,0,25.5,20.4,31.9,1.8,49.8,15.6,19.1,58510
2008,9,19,5,0,25.3,20,31.4,1.8,51.9,16.1,14.8,58509
2008,9,20,6,1,21.7,19.2,24.7,2.3,75.8,19.4,3.28,50966
2008,9,21,7,1,23.5,17.6,29.7,1.9,65.6,18.2,19.06,46749
2008,9,22,1,0,22.3,19.7,25,2,73,19.4,4.54,55430
2008,9,23,2,0,21.8,19.8,24.9,1.2,82.6,21.4,5.49,55246
2008,9,24,3,0,21.5,20.1,23.8,2.2,76.4,19.5,3.2,54257
2008,9,25,4,0,16.2,12.2,20.5,2.5,80.5,14.8,4.3,52810
2008,9,26,5,0,14.6,11.5,18.4,3,40,6.5,20.57,50569
2008,9,27,6,1,14.8,10.3,20.1,1.6,38.5,6.3,15.71,45245
2008,9,28,7,1,15.5,12,20.2,1.3,51.6,8.8,10.25,43200
2008,9,29,1,0,17.4,11.6,23.8,1.6,52.5,10,18.28,51196
2008,9,30,2,0,17.6,12.7,23.2,1.6,63.6,12.5,14.43,51544
2008,10,1,3,0,19.8,13.6,25.8,2,59.6,13.2,16.69,51817
2008,10,2,4,0,20,15.1,26,2.4,64.5,14.7,16.6,51944
2008,10,3,5,1,19.5,15.9,24.4,2.1,73.8,16.3,14.74,47834
2008,10,4,6,1,19.7,17.2,24.3,1.9,60.4,13.5,14.28,45818
2008,10,5,7,1,20.1,17,25.7,2.4,60.5,13.9,11.85,43885
2008,10,6,1,0,18.2,15.6,23.1,2.3,61.9,12.6,11.41,52634
2008,10,7,2,0,17,14.2,21.4,1.7,63,12,8.08,52803
2008,10,8,3,0,17.7,14.3,22.2,2.5,65.3,12.9,9.94,52376
2008,10,9,4,0,18.7,13.3,24.6,1.1,58.3,12,15.26,53106
2008,10,10,5,0,17.9,12.6,22.2,2.7,59.6,12.4,8.09,52481
2008,10,11,6,1,14.4,10.9,20,2.6,39.5,6.3,16.8,45675
2008,10,12,7,1,14.3,8.9,20.6,1.5,52.3,8.1,15.78,43606
2008,10,13,1,0,15.4,9.7,21.3,1.6,62.5,10.5,13.21,52237
2008,10,14,2,0,16.1,11.1,22.3,1.7,65,11.4,15.03,52584
2008,10,15,3,0,16.5,12.7,20.9,1.1,75.4,14.1,6.37,52185
2008,10,16,4,0,18,13.4,23.3,1.5,71.6,14.4,9.84,53132
2008,10,17,5,0,18.7,14,25.1,1.2,66.9,14,10.91,52452
2008,10,18,6,1,19.8,13.7,28.3,1.5,61,13.3,12.83,46470
2008,10,19,7,1,18.5,14.8,23.1,1.4,66.6,13.9,7.83,43324
2008,10,20,1,0,18.6,13.5,25.5,1.2,60,12.2,11.66,52689
2008,10,21,2,0,19,14.6,22.9,1.6,55,11.8,8.02,52943
2008,10,22,3,0,16.8,14.7,20.5,2.9,72.4,13.6,4.2,52259
2008,10,23,4,0,16.5,13.2,20.1,3.2,82.9,15.7,1.26,53232
2008,10,24,5,0,11.1,8.7,14.1,3.3,50.3,6.6,10.41,51403
2008,10,25,6,1,11.6,7.2,14.3,1.9,68,9.4,4.82,45533
2008,10,26,7,1,12,9.3,15,3.2,44.6,6.3,12.54,43745
2008,10,27,1,0,10.2,7.3,14.3,2.3,51.1,6.3,9.83,51928
2008,10,28,2,0,10.9,5.6,15.8,1.6,56.1,7.1,13.35,52212
2008,10,29,3,0,11.9,8.7,16.2,2,49.9,6.8,11.65,51713
2008,10,30,4,0,11.1,6.5,15.7,2.2,48.5,6.5,10.95,52125
2008,10,31,5,0,10.6,8.9,13.5,1.7,82.8,10.5,2.59,51380
2008,11,1,6,1,11,5.9,15,2.4,71,9,11.21,45830
2008,11,2,7,1,12.7,9.8,15.2,2.7,56.9,8.2,9.5,44411
2008,11,3,1,0,11,7.2,15.4,2.7,48.1,6.2,11.88,51982
2008,11,4,2,0,9,3.9,14.1,1.7,30.6,3.3,13.18,52398
2008,11,5,3,0,11.5,4.6,16.1,1.7,47.9,6.6,7.96,51727
2008,11,6,4,0,15.3,12.5,18.4,2.1,71.8,12.6,3.28,52041
2008,11,7,5,0,11.9,8.9,15.9,2,61.1,8.6,4.77,51675
2008,11,8,6,1,12,6.5,18,1.9,49.3,6.9,10.89,45681
2008,11,9,7,1,10,7.4,12,2.4,70.1,8.6,3.86,44727
2008,11,10,1,0,9.9,5.8,14.9,2.1,56.8,6.7,11.39,52135
2008,11,11,2,0,10.4,6.7,15.6,2,50.8,6.2,11.8,52187
2008,11,12,3,0,10,5.1,15.6,1.8,55.1,6.5,11.06,51808
2008,11,13,4,0,10.1,5.3,16,1.8,59.8,7.2,10.12,52182
2008,11,14,5,0,11.1,6.8,15.2,1.4,62.3,8,7.92,51691
2008,11,15,6,1,10.7,9.7,12.6,1.3,74.9,9.5,1.83,46685
2008,11,16,7,1,7.8,4,11.5,2.4,59.4,6.2,11.1,45589
2008,11,17,1,0,3,-2.6,8.1,3,50,3.9,6.71,54045
2008,11,18,2,0,-3.1,-5.5,0.4,3.6,38,1.9,9.78,56535
2008,11,19,3,0,-4.2,-7.2,-0.7,3,41,1.9,11.39,57592
2008,11,20,4,0,1.1,-5.3,7.2,2.2,71,5,6.12,57695
2008,11,21,5,0,4,1.7,7.2,2.7,47.1,3.8,10.35,55454
2008,11,22,6,1,4.9,-0.2,9.5,2,62,5.5,4.91,50995
2008,11,23,7,1,7.1,2.5,11.8,1.6,66,6.5,9,47680
2008,11,24,1,0,8.3,5.8,12.6,1.9,58,6.3,7.28,55358
2008,11,25,2,0,6.7,4.8,9.2,1.5,61,5.9,5.04,55254
2008,11,26,3,0,7.6,3.5,10.6,2.1,58.1,5.9,7.07,54918
2008,11,27,4,0,5.6,4.6,8.8,2.4,82.8,7.5,0.37,55778
2008,11,28,5,0,6.1,3.5,9.3,2.6,71.1,6.6,7.77,54036
2008,11,29,6,1,3.6,0.7,7.3,4.2,53.9,4.4,7.6,50352
2008,11,30,7,1,3.6,-1.4,7.8,1.9,50.4,4,9.38,48331
2008,12,1,1,0,7.9,4.6,10.5,2.5,60,6.4,2.47,54708
2008,12,2,2,0,8.1,3.9,12,2,61.8,6.7,7.27,54121
2008,12,3,3,0,7.1,0.7,12.8,1.9,43.1,4.2,9.1,54992
2008,12,4,4,0,5.3,-0.7,8.9,3.3,70.8,6.4,1.69,55230
2008,12,5,5,0,-7.6,-11.9,-0.7,4.5,43.1,1.5,10,58476
2008,12,6,6,1,-9,-13.1,-4.9,2.8,39.8,1.3,10.32,54297
2008,12,7,7,1,-2.8,-8,1.2,2.8,70.1,3.7,5.42,51494
2008,12,8,1,0,5.1,0.6,9.4,1.8,81.8,7.1,3.24,58120
2008,12,9,2,0,7.9,4.4,12.1,1.7,73.5,7.7,5.5,56160
2008,12,10,3,0,9.4,6.6,13.3,1.6,75,8.8,5.09,54907
2008,12,11,4,0,3.7,1.7,8.2,3.6,57.9,4.7,8.85,55168
2008,12,12,5,0,5.1,1.1,8.5,1.7,62.4,5.4,6.3,55350
2008,12,13,6,1,1.3,-2.8,4.6,2.8,56.1,3.8,6.79,51162
2008,12,14,7,1,-1.1,-5,3.3,2.5,43.1,2.4,9.7,50053
2008,12,15,1,0,2.1,-0.8,6.5,1.8,45.9,3.1,9.08,57043
2008,12,16,2,0,4,-1,7.7,1.8,52.6,4.4,4.72,57017
2008,12,17,3,0,6.4,1.5,9.3,2.6,69.8,6.8,0.78,55973
2008,12,18,4,0,-0.3,-2.8,3.7,2.4,50,3,9.64,56081
2008,12,19,5,0,1.8,-3.8,5.2,2.3,57.9,4.2,4.71,56927
2008,12,20,6,1,1.3,-1.4,5.2,2.5,60,4.2,3.03,50921
2008,12,21,7,1,-0.3,-2.8,4.3,2.5,52.8,3.2,7.21,50362
2008,12,22,1,0,-5.1,-8.1,-2.7,3,52.8,2.2,9.59,58636
2008,12,23,2,0,-1.2,-4.7,3.2,1.5,63.5,3.4,7.9,57634
2008,12,24,3,0,2.8,-0.6,5.9,2.5,65.3,4.9,3.52,56856
2008,12,25,4,1,-1.3,-5.4,3.6,4.7,39.4,2.3,9.47,51739
2008,12,26,5,0,-5.6,-8.5,-2.4,2.9,30.8,1.2,9.84,55113
2008,12,27,6,1,-3,-7.6,1.1,1.4,43,2.1,6.26,50870
2008,12,28,7,1,0.5,-3.1,4.6,1.5,56.4,3.5,6.47,48901
2008,12,29,1,0,1,-0.2,2.4,2.6,66.5,4.4,1.7,54390
2008,12,30,2,0,-4.2,-7.3,0.3,3.5,43.3,2,9.01,54279
2008,12,31,3,0,-6.2,-8,-2.9,2.8,47.3,1.8,9.21,52857
2009,1,1,4,1,-5.8,-9.5,-2.5,2.3,45.8,1.8,9.49,48935
2009,1,2,5,0,-2.8,-6.9,1.2,1.6,51.5,2.5,8.87,51611
2009,1,3,6,1,-1,-5.6,4,1.8,48.3,2.6,8.73,50753
2009,1,4,7,1,0.4,-2.8,4.5,1.9,44.3,2.7,9.02,50030
2009,1,5,1,0,-1.6,-3.4,1.2,2.2,53.1,2.9,6.32,58542
2009,1,6,2,0,-2,-5.4,1.4,1.7,50,2.6,6.19,59647
2009,1,7,3,0,-0.5,-4.2,4.2,1.8,42,2.4,8.21,59337
2009,1,8,4,0,-0.9,-4,2.5,1.8,42,2.3,7.07,59984
2009,1,9,5,0,-3.5,-6.8,-0.5,3,43,2,6.89,59885
2009,1,10,6,1,-7.5,-9.9,-4.3,3.5,42,1.5,10,55131
2009,1,11,7,1,-8,-9.6,-4.2,3.3,39.5,1.3,10.21,53691
2009,1,12,1,0,-7.8,-11,-3.2,4.1,47.5,1.6,9.3,62645
2009,1,13,2,0,-5.5,-9,-1.5,2.1,45.3,1.9,10.21,62269
2009,1,14,3,0,-6.6,-9.4,-3.2,3.5,39.6,1.5,10.32,62245
2009,1,15,4,0,-6.3,-11.2,-2,2.1,34.4,1.4,10.41,62529
2009,1,16,5,0,-2.8,-4.8,0.4,2,80.8,4.1,4.16,61837
2009,1,17,6,1,-1.4,-5.9,3.1,2.3,76.8,4.2,9.1,55500
2009,1,18,7,1,2.6,0.1,6.1,2.4,71.8,5.3,3.34,51885
2009,1,19,1,0,0.6,-2.7,4.7,2.6,48,3,9.85,59680
2009,1,20,2,0,2.2,-2.4,7.2,1.7,30.3,2.1,8.93,59848
2009,1,21,3,0,3.9,1,5.9,1.9,53.6,4.3,2.39,59758
2009,1,22,4,0,3.6,-2,9.3,3.4,61.6,4.8,6.78,58567
2009,1,23,5,0,-9,-11,-2,4.7,38.6,1.2,10.51,59718
2009,1,24,6,1,-8.1,-11.4,-5.1,2.3,62.9,2.1,7.85,54653
2009,1,25,7,1,-4.6,-9.3,1,2.7,65.4,2.9,7.5,50320
2009,1,26,1,1,-3.3,-5.3,-0.2,2.4,63.8,3,10.3,45285
2009,1,27,2,1,-1.9,-6.8,3.9,2,52.8,2.8,11.16,46881
2009,1,28,3,0,1.5,-3,7.8,1.9,42.1,2.7,11.05,50578
2009,1,29,4,0,3.3,-1.2,8.3,1.5,37,2.7,8.16,56164
2009,1,30,5,0,5.8,0.7,12.2,3.2,46.6,4.4,10.27,56144
2009,1,31,6,1,6.1,3.4,11.7,2.6,50.4,4.7,10.73,50216
2009,2,1,7,1,5.3,1.6,10.5,2.2,52.1,4.6,10.87,48964
2009,2,2,1,0,5.2,2.1,8,2.2,72.1,6.4,2.52,56736
2009,2,3,2,0,5.7,2.9,11.1,1.9,67.5,6,10.1,56138
2009,2,4,3,0,4.4,1.5,8.9,2.1,65.5,5.5,9.66,56833
2009,2,5,4,0,4.4,3.2,6,2,71.3,6,1.64,56451
2009,2,6,5,0,3.2,0.6,6.8,1.7,70.1,5.3,5.52,56564
2009,2,7,6,1,2.8,0.4,5,1.8,80.3,6,1.24,51088
2009,2,8,7,1,2.7,-2.2,8.2,1.7,56.8,4,11.78,49391
2009,2,9,1,0,5,2.6,8.1,2.6,47.9,4.1,9.58,56740
2009,2,10,2,0,4.5,2,6.5,2.8,69.1,5.8,3.51,56957
2009,2,11,3,0,5.7,3.2,9.2,2.6,73.5,6.6,6.14,56391
2009,2,12,4,0,6.8,1.8,10.6,3,56.3,5.3,4.66,55969
2009,2,13,5,0,10.4,4.3,16.1,4.9,84.6,11,0,53827
2009,2,14,6,1,3.6,2.1,5.3,2.4,73.4,5.8,5.18,49896
2009,2,15,7,1,-1.6,-6.4,2.4,3.4,46.1,2.6,6.06,51010
2009,2,16,1,0,-6,-8.6,-2.3,4,28.8,1.1,15.75,59293
2009,2,17,2,0,-4.6,-8.6,-0.5,2.4,39.1,1.7,15.72,59849
2009,2,18,3,0,-2.2,-6,1.4,2.2,41.3,2.2,11.45,59360
2009,2,19,4,0,0.6,-1.8,3.9,2.2,50.6,3.2,3.9,59123
2009,2,20,5,0,-2.5,-6.8,-0.1,4.1,58,3.1,11.2,58205
2009,2,21,6,1,-2.2,-7.8,2.7,2.2,53.5,2.8,14.89,54137
2009,2,22,7,1,3,0.1,7,1.7,59.9,4.6,3.85,50234
2009,2,23,1,0,6.2,-0.2,11.9,1.6,54.5,5.1,12.9,56655
2009,2,24,2,0,7.6,6.2,10.2,2.1,68.4,7.1,4.54,55468
2009,2,25,3,0,2.8,-0.8,6.4,3.1,46.6,3.6,11.53,54976
2009,2,26,4,0,2.4,-2.5,7.3,2.6,35.4,2.5,13.36,55960
2009,2,27,5,0,3.9,-1,8.6,2.5,34.4,2.7,15.26,55303
2009,2,28,6,1,5.2,0.9,10.2,2.1,31.9,2.8,16.18,49811
2009,3,1,7,1,3.3,-1.6,8.6,3.3,30.3,2.3,17.05,48955
2009,3,2,1,0,3.6,-2.8,8.6,2,36,2.8,12.95,55584
2009,3,3,2,0,2.7,0.6,5.1,2,78.4,5.7,3.41,58047
2009,3,4,3,0,3.7,-0.3,8.9,1.8,63.4,4.8,14.09,56892
2009,3,5,4,0,5.2,3.2,7.6,2.4,70.4,6.2,1.56,56488
2009,3,6,5,0,1.6,-1.9,4,4.2,53.5,3.8,16.76,55993
2009,3,7,6,1,1.7,-3,6.4,2.5,51.4,3.6,17.74,51479
2009,3,8,7,1,5.1,-0.2,11.1,2.3,43.8,3.5,15.19,48870
2009,3,9,1,0,5.9,2.7,11.1,2.6,60,5.6,14.89,55402
2009,3,10,2,0,3.4,-0.5,8.6,3.3,32.3,2.4,19.45,55381
2009,3,11,3,0,4.5,0.3,9.9,2.5,32.3,2.6,16.07,56506
2009,3,12,4,0,7.9,2.9,13.5,2.3,34.9,3.4,10.93,55223
2009,3,13,5,0,2.7,-3,6.3,4.4,68.4,5.4,4.39,56322
2009,3,14,6,1,0.2,-3.3,4.3,4.6,37.5,2.4,20.18,52205
2009,3,15,7,1,5.1,-1.3,8.8,4,60.6,5.3,12,49085
2009,3,16,1,0,8.7,5.8,13.1,3.4,75.1,8.3,9.85,54969
2009,3,17,2,0,12.3,4.7,18.8,3.3,57.3,7.7,15.98,53677
2009,3,18,3,0,16.3,14,18.8,4.7,71.9,13.2,3.14,52245
2009,3,19,4,0,14.1,9.9,17.3,2.6,82.6,13.3,2.05,52109
2009,3,20,5,0,12.2,6.3,19.3,2.6,45.8,6,19.86,51983
2009,3,21,6,1,14.3,8.5,22.2,2.1,53.8,8.1,17.01,47092
2009,3,22,7,1,10,4.6,13.5,3.7,69.6,8.7,10.38,46749
2009,3,23,1,0,4.5,0.5,9.6,3.6,41,3.3,18.89,53588
2009,3,24,2,0,1.9,-0.1,5.5,2.8,41.5,2.8,9.67,54655
2009,3,25,3,0,2.4,-2,5.5,4.4,49.4,3.7,17.28,55075
2009,3,26,4,0,4.7,2.1,9.2,3.6,61.1,5.2,9.41,55822
2009,3,27,5,0,3.8,0.1,8.4,3.6,35,2.7,21.88,54917
2009,3,28,6,1,4.5,0.2,10.1,2.5,38.3,3.1,20.45,49470
2009,3,29,7,1,6.7,0.6,12.1,2.1,38.5,3.6,20.44,47295
2009,3,30,1,0,7.3,3.9,11.2,3.3,44.8,4.4,15.93,53448
2009,3,31,2,0,6.1,3.5,9.9,3.6,49.6,4.6,16.66,53220
2009,4,1,3,0,5.9,2.2,10,3,49.5,4.5,16.59,54063
2009,4,2,4,0,7.6,2.6,14.2,3.1,48.5,4.9,22.66,53453
2009,4,3,5,0,8.2,5.3,12.8,2.5,55.9,6,16.19,53216
2009,4,4,6,1,8.7,6,12.7,2.9,67.6,7.5,12.52,48270
2009,4,5,7,1,9.8,5.7,15.8,2.5,68.4,7.9,20.34,46563
2009,4,6,1,0,10.9,5.4,17,2.8,54.3,6.7,22.55,52194
2009,4,7,2,0,14.1,7.8,21.3,2.2,46.3,7,21.88,51864
2009,4,8,3,0,16.2,9.8,23.9,2.1,37.4,6.4,21.52,50873
2009,4,9,4,0,17.5,10.9,24.9,2.1,37.6,7.2,21.6,51342
2009,4,10,5,0,17.3,11.8,23.6,2.4,37.6,7,22.29,50469
2009,4,11,6,1,18.5,11.8,25.3,2,31.8,6.3,21.31,45953
2009,4,12,7,1,16.6,13,21.2,2.8,37.4,6.9,17.89,44195
2009,4,13,1,0,15.7,12.6,20.6,2.3,53.8,9.5,12.6,51012
2009,4,14,2,0,16.1,13.2,21.1,3.3,48,8.3,20.66,51223
2009,4,15,3,0,9.9,7.9,14.1,2.6,81.5,9.8,3.3,52067
2009,4,16,4,0,10.7,5.7,15.4,2.3,67.1,8.4,17.12,52041
2009,4,17,5,0,12,6,17.9,2.4,41.4,5.4,24.81,50395
2009,4,18,6,1,14.4,7.6,20.6,2.1,31.3,4.7,23.85,46026
2009,4,19,7,1,18.5,10.7,25.8,2.2,28,5.6,20.63,44250
2009,4,20,1,0,14,11.4,17.2,4.1,78.8,12.4,2.81,51592
2009,4,21,2,0,9.4,8.5,11.4,5.7,81.4,9.6,2.62,51821
2009,4,22,3,0,9.9,7.7,13,3.8,61.4,7.4,17.96,51114
2009,4,23,4,0,12.7,5.8,17.9,1.8,54.3,7.7,21.85,50994
2009,4,24,5,0,13.3,11.5,17.4,1.9,75.1,11.3,8,51051
2009,4,25,6,1,8.7,6.1,11.8,3.2,85.1,9.6,4.78,47911
2009,4,26,7,1,8.7,4.9,12.2,1.7,67.5,7.5,11.14,46033
2009,4,27,1,0,11.2,6.3,17,2.2,67,8.6,23.1,51226
2009,4,28,2,0,13.5,7.2,20.2,2,59.6,8.5,21.85,50488
2009,4,29,3,0,15.6,8.6,22.5,2.4,43.5,7,25.37,50407
2009,4,30,4,0,15.7,9.8,20.8,2.3,33.9,5.8,17.87,49883
2009,5,1,5,0,17.4,10.9,22.4,2.3,45.4,9,23.76,44772
2009,5,2,6,1,15.4,14.2,18,3.2,74.9,12.9,6.35,44498
2009,5,3,7,1,16.6,12.7,22.8,2.5,68.6,12.4,25.48,43294
2009,5,4,1,0,14.7,10,21.5,2.9,70,11.2,25.32,46825
2009,5,5,2,1,18.1,9.8,26.3,2.8,64.6,12.6,25.12,45938
2009,5,6,3,0,22.4,15.3,29.2,2.4,40.9,10.3,25.12,50599
2009,5,7,4,0,21.3,15.5,27.5,2.9,32.3,7.8,27.77,50939
2009,5,8,5,0,21.2,15.6,27.4,2.2,45,10.8,22.52,51616
2009,5,9,6,1,21.7,16.4,27,3.1,38,9.1,21.67,46862
