2.012000000000000000e+03,2.500000000000000000e-01,8.492005616700000203e-01,7.500000000000000000e-01,1.000000000000000000e+00,6.585726178899999894e-01,2.777546748699999957e-01,5.454335253800000061e-01,3.783029500100000275e-01,0.000000000000000000e+00,1.681768551499999986e-01
2.012000000000000000e+03,2.500000000000000000e-01,8.492005616700000203e-01,8.061862178499999976e-01,1.000000000000000000e+00,6.502765348700000336e-01,1.617463600700000115e-01,5.641618490599999980e-01,3.778872977300000158e-01,0.000000000000000000e+00,1.681768551499999986e-01
2.012000000000000000e+03,2.500000000000000000e-01,8.492005616700000203e-01,8.415063509500000372e-01,1.000000000000000000e+00,6.434199548400000301e-01,1.825363806399999955e-01,5.798843923900000030e-01,3.785404655899999860e-01,0.000000000000000000e+00,1.563319304999999937e-01
2.012000000000000000e+03,2.500000000000000000e-01,8.492005616700000203e-01,8.535533905900000162e-01,1.000000000000000000e+00,6.301613746699999963e-01,1.540540524500000064e-01,6.087861264599999656e-01,3.789561178699999977e-01,0.000000000000000000e+00,1.515805460599999877e-01
2.012000000000000000e+03,2.500000000000000000e-01,8.492005616700000203e-01,8.415063509500000372e-01,1.000000000000000000e+00,6.199712087700000041e-01,1.133056121299999969e-01,6.420809241099999509e-01,3.845377341499999768e-01,0.000000000000000000e+00,1.493701983600000116e-01
2.012000000000000000e+03,2.500000000000000000e-01,8.492005616700000203e-01,8.061862178499999976e-01,1.000000000000000000e+00,6.104629126999999711e-01,1.484407469000000035e-01,6.624277449000000040e-01,3.809750003499999815e-01,0.000000000000000000e+00,1.547901536300000103e-01
2.012000000000000000e+03,2.500000000000000000e-01,8.492005616700000203e-01,7.500000000000000000e-01,1.000000000000000000e+00,6.119024156900000344e-01,1.496881481300000039e-01,6.628901726400000527e-01,3.845971130399999938e-01,1.076923046200000018e-02,1.529621032900000122e-01
2.012000000000000000e+03,2.500000000000000000e-01,8.492005616700000203e-01,6.767766952999999530e-01,1.000000000000000000e+00,6.363739665200000006e-01,1.336798322899999947e-01,6.106358374400000510e-01,3.898818348399999967e-01,1.181196547499999971e-01,1.608664519899999923e-01
2.012000000000000000e+03,2.500000000000000000e-01,8.492005616700000203e-01,5.915063509500000372e-01,1.000000000000000000e+00,6.740283341999999678e-01,1.553014536900000075e-01,5.052023115499999495e-01,3.797280435300000034e-01,2.969800485199999840e-01,1.471772931900000025e-01
2.012000000000000000e+03,2.500000000000000000e-01,8.492005616700000203e-01,5.000000000000000000e-01,1.000000000000000000e+00,7.096370923799999453e-01,1.850311831099999971e-01,4.469364156699999757e-01,3.898818348399999967e-01,4.884900145700000196e-01,1.635907253099999903e-01
2.012000000000000000e+03,2.500000000000000000e-01,8.492005616700000203e-01,4.084936490500000184e-01,1.000000000000000000e+00,7.361921343699999731e-01,1.559251543000000073e-01,3.815028897300000166e-01,3.768778564899999961e-01,6.531053945000000471e-01,1.849677295000000110e-01
2.012000000000000000e+03,2.500000000000000000e-01,8.492005616700000203e-01,3.232233046999999915e-01,1.000000000000000000e+00,7.613834366999999714e-01,2.538461512099999817e-01,3.100578031099999743e-01,3.490885329000000259e-01,7.801709179400000416e-01,2.031175037500000113e-01
2.012000000000000000e+03,2.500000000000000000e-01,8.492005616700000203e-01,2.500000000000000000e-01,1.000000000000000000e+00,7.847564194499999646e-01,2.488565462700000064e-01,2.665895950700000183e-01,3.360845545500000253e-01,8.660968414199999854e-01,2.070433344700000067e-01
2.012000000000000000e+03,2.500000000000000000e-01,8.492005616700000203e-01,1.938137821500000024e-01,1.000000000000000000e+00,7.936964906600000313e-01,2.671517643699999889e-01,2.566473985500000166e-01,3.369158590999999925e-01,8.904273250599999967e-01,2.090517442900000078e-01
2.012000000000000000e+03,2.500000000000000000e-01,8.492005616700000203e-01,1.584936490499999906e-01,1.000000000000000000e+00,8.039245382199999845e-01,2.561330534699999828e-01,2.448554910500000126e-01,3.354907655900000174e-01,8.410256170600000081e-01,2.221406638500000030e-01
2.012000000000000000e+03,2.500000000000000000e-01,8.492005616700000203e-01,1.464466094100000115e-01,1.000000000000000000e+00,8.131676626799999585e-01,3.378378343299999753e-01,2.228901731500000094e-01,3.219523771700000259e-01,7.706552487000000173e-01,2.257063150599999957e-01
2.012000000000000000e+03,2.500000000000000000e-01,8.492005616700000203e-01,1.584936490499999906e-01,1.000000000000000000e+00,8.064626092800000201e-01,3.220374186900000213e-01,2.231213870300000068e-01,3.142331206199999727e-01,6.580056792599999760e-01,2.181130550100000010e-01
2.012000000000000000e+03,2.500000000000000000e-01,8.492005616700000203e-01,1.938137821500000024e-01,1.000000000000000000e+00,8.013864671499999481e-01,3.151767119000000172e-01,2.175722540799999993e-01,3.056825595100000070e-01,4.872364533599999881e-01,2.181258222299999883e-01
2.012000000000000000e+03,2.500000000000000000e-01,8.492005616700000203e-01,2.500000000000000000e-01,1.000000000000000000e+00,7.813470702700000547e-01,3.297297263000000256e-01,2.580346817799999970e-01,3.165488975799999882e-01,2.808546928499999762e-01,2.223008834899999897e-01
2.012000000000000000e+03,2.500000000000000000e-01,8.492005616700000203e-01,3.232233046999999915e-01,1.000000000000000000e+00,7.538449868300000078e-01,2.910602880300000028e-01,2.737572251200000029e-01,3.040199504100000172e-01,1.212535577999999947e-01,2.342091047900000111e-01
2.012000000000000000e+03,2.500000000000000000e-01,8.492005616700000203e-01,4.084936490500000184e-01,1.000000000000000000e+00,7.238048323300000364e-01,2.390852366000000007e-01,3.347976874699999938e-01,3.194584635100000125e-01,9.800569521399999859e-03,2.668192859099999814e-01
2.012000000000000000e+03,2.500000000000000000e-01,8.492005616700000203e-01,5.000000000000000000e-01,1.000000000000000000e+00,7.043715419599999583e-01,1.852390833099999967e-01,3.849710978199999967e-01,3.339469142700000059e-01,0.000000000000000000e+00,2.698195829799999723e-01
2.012000000000000000e+03,2.500000000000000000e-01,8.492005616700000203e-01,5.915063509500000372e-01,1.000000000000000000e+00,6.916811866600000025e-01,1.873180853699999981e-01,4.115606931699999915e-01,3.394691516600000236e-01,0.000000000000000000e+00,2.523160818799999872e-01
2.012000000000000000e+03,2.500000000000000000e-01,8.492005616700000203e-01,6.767766952999999530e-01,1.000000000000000000e+00,6.778922632799999626e-01,1.958419938100000035e-01,4.314450862099999950e-01,3.383409526200000239e-01,0.000000000000000000e+00,2.217734713700000027e-01
2.012000000000000000e+03,2.500000000000000000e-01,5.915063509500000372e-01,7.500000000000000000e-01,1.000000000000000000e+00,6.938025594900000259e-01,1.359667345499999958e-01,6.684393055899999769e-01,5.156463377600000175e-01,0.000000000000000000e+00,2.294413567299999901e-01
2.012000000000000000e+03,2.500000000000000000e-01,5.915063509500000372e-01,8.061862178499999976e-01,1.000000000000000000e+00,6.870596244300000155e-01,1.910602890700000001e-01,6.924855483299999781e-01,5.205747861699999701e-01,0.000000000000000000e+00,1.859563799800000028e-01
2.012000000000000000e+03,2.500000000000000000e-01,5.915063509500000372e-01,8.415063509500000372e-01,1.000000000000000000e+00,6.825517071700000216e-01,1.151767139799999978e-01,7.075144500500000211e-01,5.244937933500000149e-01,0.000000000000000000e+00,1.625711457900000101e-01
2.012000000000000000e+03,2.500000000000000000e-01,5.915063509500000372e-01,8.535533905900000162e-01,1.000000000000000000e+00,6.730812927599999496e-01,1.076923065699999932e-01,7.271676292200000002e-01,5.176058413499999844e-01,0.000000000000000000e+00,1.561918506999999956e-01
2.012000000000000000e+03,2.500000000000000000e-01,5.915063509500000372e-01,8.415063509500000372e-01,1.000000000000000000e+00,6.688385471100000146e-01,9.646569546300000353e-02,7.331791898999999724e-01,5.139837286599999722e-01,0.000000000000000000e+00,1.514942324499999882e-01
2.012000000000000000e+03,2.500000000000000000e-01,5.915063509500000372e-01,8.061862178499999976e-01,1.000000000000000000e+00,6.644442748200000137e-01,7.692307612300000597e-02,7.456647390199999670e-01,5.132118030000000219e-01,0.000000000000000000e+00,1.325030803199999940e-01
